id,sectoral,level,name
mbarara-zonal-agricultural-research-and-development-institute,TRUE,3,Mbarara Zonal Agricultural Research and Development Institute
moroto-referral-hosptial,TRUE,3,Moroto Referral Hosptial
mubende-referral-hospital,TRUE,3,Mubende Referral Hospital
mukono-zonal-agricultural-research-and-development-institute,TRUE,3,Mukono Zonal Agricultural Research and Development Institute
mulago-hospital-complex,TRUE,3,Mulago Hospital Complex
muni-university,TRUE,3,Muni University
nabium-zonal-agricultural-research-and-development-institute,TRUE,3,Nabium Zonal Agricultural Research and Development Institute
naguru-referral-hospital,TRUE,3,Naguru Referral Hospital
national-agricultural-research-organisation-internal-audit,TRUE,3,National Agricultural Research Organisation Internal Audit
national-animal-genetic-research-centre-and-data-bank,TRUE,3,National Animal Genetic Research Centre and Data Bank
national-crops-research,TRUE,3,National Crops Research
national-defence-updf,TRUE,3,National Defence (UPDF)
national-fisheries-research,TRUE,3,National Fisheries Research
national-forestry-research,TRUE,3,National Forestry Research
national-laboratories-research,TRUE,3,National Laboratories Research
national-livestock-research,TRUE,3,National Livestock Research
national-medical-stores,TRUE,3,National Medical Stores
national-semi-arid-research,TRUE,3,National Semi arid Research
ngetta-zonal-agricultural-research-and-development-institute,TRUE,3,Ngetta Zonal Agricultural Research and Development Institute
occupational-safety-and-health,TRUE,3,Occupational Safety and Health
office-of-directorate-of-water-development,TRUE,3,Office of Directorate of Water Development
office-of-directorate-of-water-resources-management,TRUE,3,Office of Directorate of Water Resources Management
office-of-the-dgcd;-dsp-and-dl,TRUE,3,Office of the D/G&CD; D/SP and D/L
operational-water-resources-management,TRUE,3,Operational Water Resources Management
pharmaceutical-and-other-supplies,TRUE,3,Pharmaceutical and other Supplies
physical-education-and-sports,TRUE,3,Physical Education and Sports
planning,TRUE,3,Planning
policy-and-management-support,TRUE,3,Policy and Management Support
policy-planning-and-support-services,TRUE,3,"Policy, Planning and Support Services"
promotion-of-children-and-youth,TRUE,3,Promotion of Children and Youth
protection-of-lake-victoria-kampala-sanitation,TRUE,3,Protection of Lake Victoria-Kampala Sanitation
provision-of-improved-water-sources-for-returned-idp,TRUE,3,Provision of Improved Water Sources for Returned IDP
quality-and-standards,TRUE,3,Quality and Standards
rural-water-supply-and-sanitation,TRUE,3,Rural Water Supply and Sanitation
rwebitaba-zonal-agricultural-research-and-development-institute,TRUE,3,Rwebitaba Zonal Agricultural Research and Development Institute
school-community-water-idps,TRUE,3,School & Community Water-IDPs
social-assistance-grant-for-empowerment,TRUE,3,Social Assistance Grant for Empowerment
soroti-referral-hospital,TRUE,3,Soroti Referral Hospital
special-needs-education-guidance-and-counselling,TRUE,3,"Special Needs Education, Guidance and Counselling"
strengthening-ministry-of-gender-labour-and-social-development,TRUE,3,"Strengthening Ministry of Gender, Labour and Social Development"
strengthening-safeguards-safety-and-health-at-workplaces,TRUE,3,"Strengthening Safeguards, Safety and Health at Workplaces"
support-for-hydro-power-development-and-operations-on-river,TRUE,3,Support for Hydro-Power Development and Operations on River
support-for-national-agricultural-research-organisation,TRUE,3,Support for National Agricultural Research Organisation
support-to-rural-water-supply-project,TRUE,3,Support to Rural Water Supply Project
support-to-small-town-water-supply-project,TRUE,3,Support to small town Water Supply Project
support-to-water-resource-management,TRUE,3,Support to Water Resource Management
uganda-aids-commission,TRUE,3,Uganda AIDS Commission
uganda-blood-transfusion-service,TRUE,3,Uganda Blood Transfusion Service
uganda-cancer-institute,TRUE,3,Uganda Cancer Institute
uganda-coffee-development-authority,TRUE,3,Uganda Coffee Development Authority
uganda-cotton-development-organisation,TRUE,3,Uganda Cotton Development Organisation
uganda-heart-institute,TRUE,3,Uganda Heart Institute
uganda-management-institute,TRUE,3,Uganda Management Institute
urban-water-reform,TRUE,3,Urban Water Reform
urban-water-supply-sewerage,TRUE,3,Urban Water Supply & Sewerage
water-and-sanitation-development-facility---central,TRUE,3,Water and Sanitation development Facility - Central
water-and-sanitation-development-facility---east,TRUE,3,Water and Sanitation Development Facility - East
water-and-sanitation-development-facility-north,TRUE,3,Water and Sanitation Development Facility-North
water-and-sanitation-development-facility-south-west,TRUE,3,Water and Sanitation Development Facility-South West
water-for-production,TRUE,3,Water for Production
water-for-production-project,TRUE,3,Water for Production Project
water-management-and-development-project,TRUE,3,Water Management and Development Project
water-management-and-development-project-ii,TRUE,3,Water Management and Development Project II
water-quality-management,TRUE,3,Water Quality Management
water-resources-monitoring-assessment,TRUE,3,Water Resources Monitoring & Assessment
water-resources-regulation,TRUE,3,Water Resources Regulation
youth-and-children-affairs,TRUE,3,Youth and Children Affairs
agricultural-statistical-unit,TRUE,4, Agricultural Statistical Unit
clinical-services,TRUE,4, Clinical Services
nursing-services,TRUE,4, Nursing Services
africa-development-fund,TRUE,4,Africa Development Fund (402)
african-development-bank-iv-support-to-secondary-education,TRUE,4,African Development Bank IV Support to Secondary Education
african-devlopment-bank,TRUE,4,African Devlopment Bank (401)
agriculture-cluster-development-project,TRUE,4,Agriculture Cluster Development Project
agriculture-production-marketing-regulation,TRUE,4,"Agriculture Production, Marketing & Regulation"
agriculture-techonology-transfer-cassava-value-chain-project,TRUE,4,Agriculture Techonology Transfer Cassava Value Chain Project
albertine-region-sustainable-development-project,TRUE,4,Albertine Region Sustainable Development Project
animal-production-department,TRUE,4,Animal Production Department
avian-and-human-influenza-preparedness-and-response,TRUE,4,Avian and Human Influenza Preparedness and Response
basic-education,TRUE,4,Basic Education
business-technical-vocational-education-and-training,TRUE,4,Business Technical Vocational Education and Training
commercialization-of-agriculture-in-northern-uganda,TRUE,4,Commercialization of Agriculture in Northern Uganda
community-health,TRUE,4,Community Health
construction-of-ministry-of-agriculture-animal-industry,TRUE,4,"Construction of Ministry of Agriculture, Animal Industry"
construction-of-specialised-neonatal-and-maternal-unit-in-mulago-hospital,TRUE,4,Construction of Specialised Neonatal and Maternal Unit in Mulago Hospital
crop-disease-and-pest-control,TRUE,4,Crop disease and Pest Control
crop-production-department,TRUE,4,Crop Production Department
crop-protection-department,TRUE,4,Crop Protection Department
defence-equipment-project,TRUE,4,Defence Equipment Project
department-of-agribusiness,TRUE,4,Department of Agribusiness
department-of-crop-regulation-and-certification,TRUE,4,Department of Crop Regulation and Certification
department-of-entomology,TRUE,4,Department of Entomology
department-of-planning,TRUE,4,Department of Planning
department-of-training-institutions,TRUE,4,Department of Training Institutions
development-and-improvement-of-special-needs-education,TRUE,4,Development and Improvement of Special Needs Education
development-of-business-technical-vocational-education-and-training,TRUE,4,Development of Business Technical Vocational Education and Training
development-of-primary-teachers-colleges,TRUE,4,Development of Primary Teachers Colleges
development-of-secondary-education,TRUE,4,Development of Secondary Education
development-of-social-health-initiative,TRUE,4,Development of Social Health Initiative
development-of-technical-vocational-education-training-p-graduate,TRUE,4,Development of Technical & Vocational Education & Training (P7 Graduate)
development-of-uganda-petroleum-institute-kigumba,TRUE,4,Development of Uganda Petroleum Institute Kigumba
directorate-of-animal-resources,TRUE,4,Directorate of Animal Resources
directorate-of-crop-resources,TRUE,4,Directorate of Crop Resources
district-infrastructure-support-programme,TRUE,4,District Infrastructure Support Programme
education-standards-agency,TRUE,4,Education Standards Agency
emergency-construction-of-primary-schools,TRUE,4,Emergency Construction of Primary Schools
energy-for-rural-transformation-programme,TRUE,4,Energy for rural transformation programme
enhancing-national-food-security-through-increased-rice-production-in-eastern-uganda,TRUE,4,Enhancing National Food Security through increased Rice production in Eastern Uganda
european-union,TRUE,4,European Union (406)
export-goat-breeding-and-production,TRUE,4,Export Goat Breeding and Production
farm-development,TRUE,4,Farm Development
fisheries-resources-department,TRUE,4,Fisheries Resources Department
gavi-vaccines-and-health-sector-support-program,TRUE,4,Gavi Vaccines and Health Sector Support Program
germany,TRUE,4,Germany (514)
global-environment-facility,TRUE,4,Global Environment Facility (424)
global-fund-for-aids-tb-and-malaria,TRUE,4,"Global Fund for AIDS, TB and Malaria"
guidance-and-counselling,TRUE,4,Guidance and Counselling
headquarter,TRUE,4,Headquarter
headquarters,TRUE,4,Headquarters
health-systems-strengthening,TRUE,4,Health Systems Strengthening
higher-education,TRUE,4,Higher Education
improvement-of-food-security-in-cross-border-districts,TRUE,4,Improvement of Food Security in Cross Border districts
improving-the-training-of-btvet-technical-instructors-health-tutors-secondary-teachers-in-uganda,TRUE,4,"Improving the Training of BTVET Technical Instructors, Health Tutors & Secondary Teachers in Uganda"
increasing-mukene-for-human-consumption,TRUE,4,Increasing Mukene for Human Consumption
insitutional-support-to-moh,TRUE,4,Insitutional Support to MoH
institutional-capacity-building,TRUE,4,Institutional Capacity Building
integrated-production-and-pest-management,TRUE,4,Integrated Production and Pest Management
internal-audit,TRUE,4,Internal Audit
internal-audit-department,TRUE,4,Internal Audit Department
international-development-association,TRUE,4,International Development Association (410)
international-fund-for-agriculture-and-development,TRUE,4,International Fund for Agriculture and Development (411)
italian-support-to-health-sector-strategic-plan-and-peace-recovery-development-plan,TRUE,4,Italian Support to Health Sector Strategic Plan and Peace Recovery Development Plan
japan,TRUE,4,Japan (523)
joint-clinical-research-centre,TRUE,4,Joint Clinical Research Centre
joint-financing,TRUE,4,Joint Financing (420)
kabale-tea-factory,TRUE,4,Kabale Tea Factory
karamoja-primary-education-project,TRUE,4,Karamoja Primary Education Project
labour-saving-tech-and-mech-for-agricultral-production,TRUE,4,Labour Saving tech and mech for agricultral production
livestock-disease-control,TRUE,4,Livestock Disease Control
livestock-health-and-entomology,TRUE,4,Livestock Health and Entomology
ministry-of-agriculture-animal-fisheries-coordination,TRUE,4,"Ministry of Agriculture, Animal & Fisheries Coordination"
nakawa-vocational-training-institute,TRUE,4,Nakawa Vocational Training Institute
national-disease-control,TRUE,4,National Disease Control
national-health-service-training-colleges,TRUE,4,National Health Service Training Colleges
national-livestock-production-improvement,TRUE,4,National Livestock Production Improvement
other,TRUE,4,Other
plan-for-national-agriculture-statistics,TRUE,4,Plan for National Agriculture Statistics
planning,TRUE,4,Planning
private-schools-department,TRUE,4,Private Schools Department
public-health-laboratory-strengthening-project,TRUE,4,Public Health Laboratory strengthening project
quality-assurance,TRUE,4,Quality Assurance
quick-action-for-improving-quality-and-timeliness-of-education-and-sports-sector,TRUE,4,Quick Action for Improving Quality and Timeliness of Education and Sports Sector
rehabilitation-and-construction-of-general-hospitals,TRUE,4,Rehabilitation and Construction of General Hospitals
rehabilitation-and-equiping-of-health-facilities-in-west-region,TRUE,4,Rehabilitation and Equiping of Health Facilities in West Region
rehabilitation-of-health-facilities-in-eastern-region,TRUE,4,Rehabilitation of Health Facilities in Eastern Region
relocation-of-shimoni-primary-teachers-college,TRUE,4,Relocation of Shimoni Primary Teachers College
research-institutions,TRUE,4,Research Institutions
rice-development-project,TRUE,4,Rice Development Project
rural-electrification,TRUE,4,Rural Electrification
secondary-education,TRUE,4,Secondary Education
sports-and-physical-education,TRUE,4,Sports and Physical Education
strengthening-external-security-organisation,TRUE,4,Strengthening External Security Organisation
supervision-monitoring-and-evaluation,TRUE,4,"Supervision, Monitoring and Evaluation"
support-for-institutional-development,TRUE,4,Support for Institutional Development
support-for-tea-cocoa-seedlings,TRUE,4,Support for Tea Cocoa Seedlings
support-to-agro-processing-marketing-of-agricultural,TRUE,4,Support to Agro processing & marketing of agricultural
support-to-fisheries-development,TRUE,4,Support to Fisheries Development
support-to-fisheries-mechanisation-weed-control,TRUE,4,Support to Fisheries Mechanisation & Weed Control
support-to-higher-education-science-technology,TRUE,4,"Support to Higher Education, Science & Technology"
support-to-mulago-hospital-rehabilitation,TRUE,4,Support to Mulago Hospital Rehabilitation
support-to-national-health-departmental-training-institute,TRUE,4,Support to National Health & Departmental Training Institute
support-to-physical-education-and-sports,TRUE,4,Support to Physical Education and Sports
support-to-quality-assurance-fish-marketing,TRUE,4,Support to Quality Assurance Fish Marketing
support-to-the-street-children-activities,TRUE,4,Support to the street children activities
support-to-ugandan-secondary-education,TRUE,4,Support to Ugandan Secondary Education
support-to-youth-groups,TRUE,4,Support to Youth Groups
teacher-education,TRUE,4,Teacher Education
technical-assistance-to-improve-animal-disease-diagnostic-capacity,TRUE,4,Technical Assistance to Improve Animal Disease Diagnostic Capacity
uganda-meat-exports-development-project,TRUE,4,Uganda Meat Exports Development Project
uganda-sanitation-fund-project,TRUE,4,Uganda Sanitation Fund Project
uganda-teacher-and-school-effectiveness-project,TRUE,4,Uganda Teacher and School Effectiveness Project
updf-airforce,TRUE,4,UPDF Airforce
updf-land-forces,TRUE,4,UPDF Land forces
updf-peace-keeping-mission-in-somalia,TRUE,4,UPDF Peace Keeping Mission in Somalia
vegetable-oil-development-project-phase,TRUE,4,Vegetable Oil Development Project-Phase 2
africa-development-bank,TRUE,5,Africa Development Bank (401)
african-development-bank,TRUE,5,African Development Bank (401)
african-union,TRUE,5,African Union
arab-bank-for-economic-development-in-africa,TRUE,5,Arab Bank for Economic Development in Africa (403)
belgium,TRUE,5,Belgium (504)
global-alliance-for-vaccines-immunisation,TRUE,5,Global Alliance for Vaccines Immunisation (451)
global-fund-for-hiv-tb-malaria,TRUE,5,"Global Fund for HIV, TB & Malaria (436)"
iceland,TRUE,5,Iceland (516)
international-development-association,TRUE,5,International Development Association (410)
international-fund-for-agriculture-and-development,TRUE,5,International Fund for Agriculture and Development (411)
islamic-development-bank,TRUE,5,Islamic Development Bank (414)
italy,TRUE,5,Italy (522)
japan,TRUE,5,Japan (523)
joint-financing,TRUE,5,Joint Financing (420)
organisation-of-petroleum-exporting-countries,TRUE,5,Organisation of Petroleum Exporting Countries (415)
other,TRUE,5,Other
saudi-arabia,TRUE,5,Saudi Arabia (540)
south-korea,TRUE,5,South Korea (526)
spain,TRUE,5,Spain (542)
united-kingdom,TRUE,5,United Kingdom (549)
united-nations-office-for-project-services,TRUE,5,United Nations Office for Project Services (454)
agriculture,TRUE,1,Agriculture
education,TRUE,1,Education
health,TRUE,1,Health
industry-energy-and-mining,TRUE,1,"Industry, energy and mining"
infrastructure,TRUE,1,Infrastructure
interest-payments,TRUE,1,Interest Payments
local-government-development,TRUE,1,Local Government development
other,TRUE,1,Other
security,TRUE,1,Security
water-and-sanitation,TRUE,1,Water and Sanitation
cour-supreme,TRUE,2,Cour Suprême
domestic-interest,TRUE,2,Domestic Interest
exernal-interest,TRUE,2,Exernal Interest
ministere-de-lagriculture-et-de-lequipement-rural,TRUE,2,Ministère de l'Agriculture et de l'Equipement Rural
ministere-de-leducation-nationale,TRUE,2,Ministère de l'Education Nationale
ministere-de-lelevage-et-des-productions-animales,TRUE,2,Ministère de l'Elevage et des Productions Animales
ministere-de-lenergie-et-du-developpement-des-energies-renouvelables,TRUE,2,Ministère de l'Energie et du Développement des Energies Renouvelables
ministere-de-lenseignement-superieur-et-de-la-recherche,TRUE,2,Ministère de l'Enseignement Supérieur et de la Recherche
ministere-de-lhydraulique-et-de-lassainissement,TRUE,2,Ministère de l'Hydraulique et de l'Assainissement
ministere-de-lindustrie-et-des-mines,TRUE,2,Ministère de l'Industrie et des Mines
ministere-de-linterieur-et-de-la-securite-publique,TRUE,2,Ministère de l'Intérieur et de la sécurité publique
ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,TRUE,2,"Ministere de la formation professionnelle, de l'apprentissage et de l'artisanat"
ministere-de-la-gouvernance-locale-du-developpement-et-de-lamenagement-du-territoire,TRUE,2,"Ministère de la Gouvernance Locale, du Développement et de l'Aménagement du Territoire"
ministere-de-la-justice,TRUE,2,Ministère de la Justice
ministere-de-la-peche-et-des-affaires-maritimes,TRUE,2,Ministère de la Pêche et des Affaires Maritimes
ministere-de-la-promotion-des-investissements-des-partenariats-et-du-developpement-des-teleservices-de-letat,TRUE,2,"Ministère de la Promotion des investissements, des partenariats et du développement des Téléservices de l'Etat"
ministere-de-la-sante-et-de-laction-sociale,TRUE,2,Ministère de la Santé et de l'Action Sociale
ministere-des-forces-armees,TRUE,2,Ministère des Forces Armées
ministere-des-infrastructures-des-transports-terrestres-et-du-desenclavement,TRUE,2,"Ministère des Infrastructures, des Transports Terrestres et du Désenclavement"
ministere-des-postes-et-des-telecommunications,TRUE,2,Ministère des Postes et des Télécommunications
ministere-du-tourisme-et-des-transports-aeriens,TRUE,2,Ministère du Tourisme et des Transports Aériens
capital,TRUE,3,Capital
recurrent,TRUE,3,Recurrent
external-funded-grants,TRUE,4,External funded grants
external-funded-loans,TRUE,4,External funded loans
government-funded,TRUE,4,Government funded
non-wage,TRUE,4,non-wage
wage,TRUE,4,Wage
