"id-to","entity-to-name","year","destination-institution-type","creditor-type","creditor-institution","financing-type","value"
"MW","Malawi",2010,"ppg","private","private","other-private",0
"MW","Malawi",2011,"png","private","private","bonds",0
"MW","Malawi",2011,"png","private","private","commercial-banking",0
"MW","Malawi",2011,"ppg","private","private","bonds",0
"MW","Malawi",2011,"ppg","private","private","commercial-banking",0
"MW","Malawi",2011,"ppg","private","private","other-private",0
"MW","Malawi",2012,"png","private","private","bonds",0
"MW","Malawi",2012,"png","private","private","commercial-banking",0
"MW","Malawi",2012,"ppg","private","private","bonds",0
"MW","Malawi",2012,"ppg","private","private","commercial-banking",0
"MW","Malawi",2012,"ppg","private","private","other-private",0
"MW","Malawi",2013,"png","private","private","bonds",0
"MW","Malawi",2013,"png","private","private","commercial-banking",0
"MW","Malawi",2013,"ppg","private","private","bonds",0
"MW","Malawi",2013,"ppg","private","private","commercial-banking",0
"MW","Malawi",2013,"ppg","private","private","other-private",0
"MY","Malaysia",2000,"png","private","private","bonds",675175609
"MY","Malaysia",2000,"png","private","private","commercial-banking",3931491384
"MY","Malaysia",2000,"ppg","private","private","bonds",1986436570
"MY","Malaysia",2000,"ppg","private","private","commercial-banking",1257343365
"MY","Malaysia",2000,"ppg","private","private","other-private",527952489.5
"MY","Malaysia",2001,"png","private","private","bonds",1046220862
"MY","Malaysia",2001,"png","private","private","commercial-banking",1978308540
"MY","Malaysia",2001,"ppg","private","private","bonds",3233773574
"MY","Malaysia",2001,"ppg","private","private","commercial-banking",1559453066
"MY","Malaysia",2001,"ppg","private","private","other-private",188968412.1
"MY","Malaysia",2002,"png","private","private","bonds",0
"MY","Malaysia",2002,"png","private","private","commercial-banking",2766749788
"MY","Malaysia",2002,"ppg","private","private","bonds",7079769630
"MY","Malaysia",2002,"ppg","private","private","commercial-banking",1100952454
"MY","Malaysia",2002,"ppg","private","private","other-private",1149804032
"MY","Malaysia",2003,"png","private","private","bonds",1618613698
"MY","Malaysia",2003,"png","private","private","commercial-banking",2227041301
"MY","Malaysia",2003,"ppg","private","private","bonds",7142525577
"MY","Malaysia",2003,"ppg","private","private","commercial-banking",2564230093
"MY","Malaysia",2003,"ppg","private","private","other-private",0
"MY","Malaysia",2004,"png","private","private","bonds",5421055470
"MY","Malaysia",2004,"png","private","private","commercial-banking",4463599831
"MY","Malaysia",2004,"ppg","private","private","bonds",8277926116
"MY","Malaysia",2004,"ppg","private","private","commercial-banking",2563170830
"MY","Malaysia",2004,"ppg","private","private","other-private",0
"MY","Malaysia",2005,"png","private","private","bonds",2481815760
"MY","Malaysia",2005,"png","private","private","commercial-banking",3945702876
"MY","Malaysia",2005,"ppg","private","private","bonds",7935199427
"MY","Malaysia",2005,"ppg","private","private","commercial-banking",78373129.26
"MY","Malaysia",2005,"ppg","private","private","other-private",0
"MY","Malaysia",2006,"png","private","private","bonds",887249040.3
"MY","Malaysia",2006,"png","private","private","commercial-banking",3522739314
"MY","Malaysia",2006,"ppg","private","private","bonds",8142391772
"MY","Malaysia",2006,"ppg","private","private","commercial-banking",579974663
"MY","Malaysia",2006,"ppg","private","private","other-private",0
"MY","Malaysia",2007,"png","private","private","bonds",0
"MY","Malaysia",2007,"png","private","private","commercial-banking",3130151572
"MY","Malaysia",2007,"ppg","private","private","bonds",6697289662
"MY","Malaysia",2007,"ppg","private","private","commercial-banking",449782350
"MY","Malaysia",2007,"ppg","private","private","other-private",0
"MY","Malaysia",2008,"png","private","private","bonds",0
"MY","Malaysia",2008,"png","private","private","commercial-banking",2911706339
"MY","Malaysia",2008,"ppg","private","private","bonds",5127944202
"MY","Malaysia",2008,"ppg","private","private","commercial-banking",2071088675
"MY","Malaysia",2008,"ppg","private","private","other-private",0
"MY","Malaysia",2009,"png","private","private","bonds",0
"MY","Malaysia",2009,"png","private","private","commercial-banking",3689737373
"MY","Malaysia",2009,"ppg","private","private","bonds",11139098524
"MY","Malaysia",2009,"ppg","private","private","commercial-banking",974756588.2
"MY","Malaysia",2009,"ppg","private","private","other-private",0
"MY","Malaysia",2010,"png","private","private","bonds",443706568.7
"MY","Malaysia",2010,"png","private","private","commercial-banking",5017296329
"MY","Malaysia",2010,"ppg","private","private","bonds",2594185917
"MY","Malaysia",2010,"ppg","private","private","commercial-banking",4057296125
"MY","Malaysia",2010,"ppg","private","private","other-private",0
"MY","Malaysia",2011,"png","private","private","bonds",1291280135
"MY","Malaysia",2011,"png","private","private","commercial-banking",6369185163
"MY","Malaysia",2011,"ppg","private","private","bonds",2888477186
"MY","Malaysia",2011,"ppg","private","private","commercial-banking",407661190.3
"MY","Malaysia",2011,"ppg","private","private","other-private",0
"MY","Malaysia",2012,"png","private","private","bonds",3987880000
"MY","Malaysia",2012,"png","private","private","commercial-banking",9042890000
"MY","Malaysia",2012,"ppg","private","private","bonds",8032889000
"MY","Malaysia",2012,"ppg","private","private","commercial-banking",323474000
"MY","Malaysia",2012,"ppg","private","private","other-private",0
"MY","Malaysia",2013,"png","private","private","bonds",1818493501
"MY","Malaysia",2013,"png","private","private","commercial-banking",7910895485
"MY","Malaysia",2013,"ppg","private","private","bonds",7371688793
"MY","Malaysia",2013,"ppg","private","private","commercial-banking",616571077.3
"MY","Malaysia",2013,"ppg","private","private","other-private",0
"MV","Maldives",2000,"png","private","private","bonds",0
"MV","Maldives",2000,"png","private","private","commercial-banking",0
"MV","Maldives",2000,"ppg","private","private","bonds",0
"MV","Maldives",2000,"ppg","private","private","commercial-banking",4919397.421
"MV","Maldives",2000,"ppg","private","private","other-private",4143698.967
"MV","Maldives",2001,"png","private","private","bonds",0
"MV","Maldives",2001,"png","private","private","commercial-banking",0
"MV","Maldives",2001,"ppg","private","private","bonds",0
"MV","Maldives",2001,"ppg","private","private","commercial-banking",13345546.79
"MV","Maldives",2001,"ppg","private","private","other-private",0
"MV","Maldives",2002,"png","private","private","bonds",0
"MV","Maldives",2002,"png","private","private","commercial-banking",0
"MV","Maldives",2002,"ppg","private","private","bonds",0
"MV","Maldives",2002,"ppg","private","private","commercial-banking",28551338.04
"MV","Maldives",2002,"ppg","private","private","other-private",0
"MV","Maldives",2003,"png","private","private","bonds",0
"MV","Maldives",2003,"png","private","private","commercial-banking",0
"MV","Maldives",2003,"ppg","private","private","bonds",0
"MV","Maldives",2003,"ppg","private","private","commercial-banking",7629133.275
"MV","Maldives",2003,"ppg","private","private","other-private",0
"MV","Maldives",2004,"png","private","private","bonds",0
"MV","Maldives",2004,"png","private","private","commercial-banking",0
"MV","Maldives",2004,"ppg","private","private","bonds",0
"MV","Maldives",2004,"ppg","private","private","commercial-banking",9308582.001
"MV","Maldives",2004,"ppg","private","private","other-private",0
"MV","Maldives",2005,"png","private","private","bonds",0
"MV","Maldives",2005,"png","private","private","commercial-banking",0
"MV","Maldives",2005,"ppg","private","private","bonds",0
"MV","Maldives",2005,"ppg","private","private","commercial-banking",21147535.94
"MV","Maldives",2005,"ppg","private","private","other-private",0
"MV","Maldives",2006,"png","private","private","bonds",0
"MV","Maldives",2006,"png","private","private","commercial-banking",19339397.07
"MV","Maldives",2006,"ppg","private","private","bonds",0
"MV","Maldives",2006,"ppg","private","private","commercial-banking",20568136.79
"MV","Maldives",2006,"ppg","private","private","other-private",0
"MV","Maldives",2007,"png","private","private","bonds",0
"MV","Maldives",2007,"png","private","private","commercial-banking",37421604.9
"MV","Maldives",2007,"ppg","private","private","bonds",0
"MV","Maldives",2007,"ppg","private","private","commercial-banking",31530249.95
"MV","Maldives",2007,"ppg","private","private","other-private",0
"MV","Maldives",2008,"png","private","private","bonds",0
"MV","Maldives",2008,"png","private","private","commercial-banking",44972949.77
"MV","Maldives",2008,"ppg","private","private","bonds",0
"MV","Maldives",2008,"ppg","private","private","commercial-banking",47732495.69
"MV","Maldives",2008,"ppg","private","private","other-private",0
"MV","Maldives",2009,"png","private","private","bonds",0
"MV","Maldives",2009,"png","private","private","commercial-banking",41412613.71
"MV","Maldives",2009,"ppg","private","private","bonds",0
"MV","Maldives",2009,"ppg","private","private","commercial-banking",4290087.952
"MV","Maldives",2009,"ppg","private","private","other-private",0
"MV","Maldives",2010,"png","private","private","bonds",0
"MV","Maldives",2010,"png","private","private","commercial-banking",24014891.85
"MV","Maldives",2010,"ppg","private","private","bonds",0
"MV","Maldives",2010,"ppg","private","private","commercial-banking",31343263.28
"MV","Maldives",2010,"ppg","private","private","other-private",0
"MV","Maldives",2011,"png","private","private","bonds",0
"MV","Maldives",2011,"png","private","private","commercial-banking",8665634.554
"MV","Maldives",2011,"ppg","private","private","bonds",0
"MV","Maldives",2011,"ppg","private","private","commercial-banking",33193257.47
"MV","Maldives",2011,"ppg","private","private","other-private",0
"MV","Maldives",2012,"png","private","private","bonds",0
"MV","Maldives",2012,"png","private","private","commercial-banking",0
"MV","Maldives",2012,"ppg","private","private","bonds",0
"MV","Maldives",2012,"ppg","private","private","commercial-banking",1573000
"MV","Maldives",2012,"ppg","private","private","other-private",0
"MV","Maldives",2013,"png","private","private","bonds",0
"MV","Maldives",2013,"png","private","private","commercial-banking",0
"MV","Maldives",2013,"ppg","private","private","bonds",0
"MV","Maldives",2013,"ppg","private","private","commercial-banking",6403353.864
"MV","Maldives",2013,"ppg","private","private","other-private",0
"ML","Mali",2000,"png","private","private","bonds",0
"ML","Mali",2000,"png","private","private","commercial-banking",0
"ML","Mali",2000,"ppg","private","private","bonds",0
"ML","Mali",2000,"ppg","private","private","commercial-banking",0
"ML","Mali",2000,"ppg","private","private","other-private",0
"ML","Mali",2001,"png","private","private","bonds",0
"ML","Mali",2001,"png","private","private","commercial-banking",0
"ML","Mali",2001,"ppg","private","private","bonds",0
"ML","Mali",2001,"ppg","private","private","commercial-banking",0
"ML","Mali",2001,"ppg","private","private","other-private",0
"ML","Mali",2002,"png","private","private","bonds",0
"ML","Mali",2002,"png","private","private","commercial-banking",0
"ML","Mali",2002,"ppg","private","private","bonds",0
"ML","Mali",2002,"ppg","private","private","commercial-banking",0
"ML","Mali",2002,"ppg","private","private","other-private",0
"ML","Mali",2003,"png","private","private","bonds",0
"ML","Mali",2003,"png","private","private","commercial-banking",0
"ML","Mali",2003,"ppg","private","private","bonds",0
"ML","Mali",2003,"ppg","private","private","commercial-banking",0
"ML","Mali",2003,"ppg","private","private","other-private",0
"ML","Mali",2004,"png","private","private","bonds",0
"ML","Mali",2004,"png","private","private","commercial-banking",0
"ML","Mali",2004,"ppg","private","private","bonds",0
"ML","Mali",2004,"ppg","private","private","commercial-banking",2667506.884
"ML","Mali",2004,"ppg","private","private","other-private",0
"ML","Mali",2005,"png","private","private","bonds",0
"ML","Mali",2005,"png","private","private","commercial-banking",0
"ML","Mali",2005,"ppg","private","private","bonds",0
"ML","Mali",2005,"ppg","private","private","commercial-banking",4517076.705
"ML","Mali",2005,"ppg","private","private","other-private",0
"ML","Mali",2006,"png","private","private","bonds",0
"ML","Mali",2006,"png","private","private","commercial-banking",0
"ML","Mali",2006,"ppg","private","private","bonds",0
"ML","Mali",2006,"ppg","private","private","commercial-banking",1983311.976
"ML","Mali",2006,"ppg","private","private","other-private",0
"ML","Mali",2007,"png","private","private","bonds",0
"ML","Mali",2007,"png","private","private","commercial-banking",0
"ML","Mali",2007,"ppg","private","private","bonds",0
"ML","Mali",2007,"ppg","private","private","commercial-banking",0
"ML","Mali",2007,"ppg","private","private","other-private",0
"ML","Mali",2008,"png","private","private","bonds",0
"ML","Mali",2008,"png","private","private","commercial-banking",0
"ML","Mali",2008,"ppg","private","private","bonds",0
"ML","Mali",2008,"ppg","private","private","commercial-banking",0
"ML","Mali",2008,"ppg","private","private","other-private",0
"ML","Mali",2009,"png","private","private","bonds",0
"ML","Mali",2009,"png","private","private","commercial-banking",0
"ML","Mali",2009,"ppg","private","private","bonds",0
"ML","Mali",2009,"ppg","private","private","commercial-banking",2665010.479
"ML","Mali",2009,"ppg","private","private","other-private",0
"ML","Mali",2010,"png","private","private","bonds",0
"ML","Mali",2010,"png","private","private","commercial-banking",0
"ML","Mali",2010,"ppg","private","private","bonds",0
"ML","Mali",2010,"ppg","private","private","commercial-banking",7399.765668
"ML","Mali",2010,"ppg","private","private","other-private",0
"ML","Mali",2011,"png","private","private","bonds",0
"ML","Mali",2011,"png","private","private","commercial-banking",0
"ML","Mali",2011,"ppg","private","private","bonds",0
"ML","Mali",2011,"ppg","private","private","commercial-banking",9593.526223
"ML","Mali",2011,"ppg","private","private","other-private",0
"ML","Mali",2012,"png","private","private","bonds",0
"ML","Mali",2012,"png","private","private","commercial-banking",0
"ML","Mali",2012,"ppg","private","private","bonds",0
"ML","Mali",2012,"ppg","private","private","commercial-banking",0
"ML","Mali",2012,"ppg","private","private","other-private",0
"ML","Mali",2013,"png","private","private","bonds",0
"ML","Mali",2013,"png","private","private","commercial-banking",0
"ML","Mali",2013,"ppg","private","private","bonds",0
"ML","Mali",2013,"ppg","private","private","commercial-banking",314421.1478
"ML","Mali",2013,"ppg","private","private","other-private",0
"MT","Malta",2000,"png","private","private","bonds",
"MT","Malta",2000,"png","private","private","commercial-banking",
"MT","Malta",2000,"ppg","private","private","bonds",
"MT","Malta",2000,"ppg","private","private","commercial-banking",
"MT","Malta",2000,"ppg","private","private","other-private",
"MT","Malta",2001,"png","private","private","bonds",
"MT","Malta",2001,"png","private","private","commercial-banking",
"MT","Malta",2001,"ppg","private","private","bonds",
"MT","Malta",2001,"ppg","private","private","commercial-banking",
"MT","Malta",2001,"ppg","private","private","other-private",
"MT","Malta",2002,"png","private","private","bonds",
"MT","Malta",2002,"png","private","private","commercial-banking",
"MT","Malta",2002,"ppg","private","private","bonds",
"MT","Malta",2002,"ppg","private","private","commercial-banking",
"MT","Malta",2002,"ppg","private","private","other-private",
"MT","Malta",2003,"png","private","private","bonds",
"MT","Malta",2003,"png","private","private","commercial-banking",
"MT","Malta",2003,"ppg","private","private","bonds",
"MT","Malta",2003,"ppg","private","private","commercial-banking",
"MT","Malta",2003,"ppg","private","private","other-private",
"MT","Malta",2004,"png","private","private","bonds",
"MT","Malta",2004,"png","private","private","commercial-banking",
"MT","Malta",2004,"ppg","private","private","bonds",
"MT","Malta",2004,"ppg","private","private","commercial-banking",
"MT","Malta",2004,"ppg","private","private","other-private",
"MT","Malta",2005,"png","private","private","bonds",
"MT","Malta",2005,"png","private","private","commercial-banking",
"MT","Malta",2005,"ppg","private","private","bonds",
"MT","Malta",2005,"ppg","private","private","commercial-banking",
"MT","Malta",2005,"ppg","private","private","other-private",
"MT","Malta",2006,"png","private","private","bonds",
"MT","Malta",2006,"png","private","private","commercial-banking",
"MT","Malta",2006,"ppg","private","private","bonds",
"MT","Malta",2006,"ppg","private","private","commercial-banking",
"MT","Malta",2006,"ppg","private","private","other-private",
"MT","Malta",2007,"png","private","private","bonds",
"MT","Malta",2007,"png","private","private","commercial-banking",
"MT","Malta",2007,"ppg","private","private","bonds",
"MT","Malta",2007,"ppg","private","private","commercial-banking",
"MT","Malta",2007,"ppg","private","private","other-private",
"MT","Malta",2008,"png","private","private","bonds",
"MT","Malta",2008,"png","private","private","commercial-banking",
"MT","Malta",2008,"ppg","private","private","bonds",
"MT","Malta",2008,"ppg","private","private","commercial-banking",
"MT","Malta",2008,"ppg","private","private","other-private",
"MT","Malta",2009,"png","private","private","bonds",
"MT","Malta",2009,"png","private","private","commercial-banking",
"MT","Malta",2009,"ppg","private","private","bonds",
"MT","Malta",2009,"ppg","private","private","commercial-banking",
"MT","Malta",2009,"ppg","private","private","other-private",
"MT","Malta",2010,"png","private","private","bonds",
"MT","Malta",2010,"png","private","private","commercial-banking",
"MT","Malta",2010,"ppg","private","private","bonds",
"MT","Malta",2010,"ppg","private","private","commercial-banking",
"MT","Malta",2010,"ppg","private","private","other-private",
"MT","Malta",2011,"png","private","private","bonds",
"MT","Malta",2011,"png","private","private","commercial-banking",
"MT","Malta",2011,"ppg","private","private","bonds",
"MT","Malta",2011,"ppg","private","private","commercial-banking",
"MT","Malta",2011,"ppg","private","private","other-private",
"MT","Malta",2012,"png","private","private","bonds",
"MT","Malta",2012,"png","private","private","commercial-banking",
"MT","Malta",2012,"ppg","private","private","bonds",
"MT","Malta",2012,"ppg","private","private","commercial-banking",
"MT","Malta",2012,"ppg","private","private","other-private",
"MT","Malta",2013,"png","private","private","bonds",
"MT","Malta",2013,"png","private","private","commercial-banking",
"MT","Malta",2013,"ppg","private","private","bonds",
"MT","Malta",2013,"ppg","private","private","commercial-banking",
"MT","Malta",2013,"ppg","private","private","other-private",
"MH","Marshall Islands",2000,"png","private","private","bonds",
"MH","Marshall Islands",2000,"png","private","private","commercial-banking",
"MH","Marshall Islands",2000,"ppg","private","private","bonds",
"MH","Marshall Islands",2000,"ppg","private","private","commercial-banking",
"MH","Marshall Islands",2000,"ppg","private","private","other-private",
"MH","Marshall Islands",2001,"png","private","private","bonds",
"MH","Marshall Islands",2001,"png","private","private","commercial-banking",
"MH","Marshall Islands",2001,"ppg","private","private","bonds",
"MH","Marshall Islands",2001,"ppg","private","private","commercial-banking",
"MH","Marshall Islands",2001,"ppg","private","private","other-private",
"MH","Marshall Islands",2002,"png","private","private","bonds",
"MH","Marshall Islands",2002,"png","private","private","commercial-banking",
"MH","Marshall Islands",2002,"ppg","private","private","bonds",
"MH","Marshall Islands",2002,"ppg","private","private","commercial-banking",
"MH","Marshall Islands",2002,"ppg","private","private","other-private",
"MH","Marshall Islands",2003,"png","private","private","bonds",
"MH","Marshall Islands",2003,"png","private","private","commercial-banking",
"MH","Marshall Islands",2003,"ppg","private","private","bonds",
"MH","Marshall Islands",2003,"ppg","private","private","commercial-banking",
"MH","Marshall Islands",2003,"ppg","private","private","other-private",
"MH","Marshall Islands",2004,"png","private","private","bonds",
"MH","Marshall Islands",2004,"png","private","private","commercial-banking",
"MH","Marshall Islands",2004,"ppg","private","private","bonds",
"MH","Marshall Islands",2004,"ppg","private","private","commercial-banking",
"MH","Marshall Islands",2004,"ppg","private","private","other-private",
"MH","Marshall Islands",2005,"png","private","private","bonds",
"MH","Marshall Islands",2005,"png","private","private","commercial-banking",
"MH","Marshall Islands",2005,"ppg","private","private","bonds",
"MH","Marshall Islands",2005,"ppg","private","private","commercial-banking",
"MH","Marshall Islands",2005,"ppg","private","private","other-private",
"MH","Marshall Islands",2006,"png","private","private","bonds",
"MH","Marshall Islands",2006,"png","private","private","commercial-banking",
"MH","Marshall Islands",2006,"ppg","private","private","bonds",
"MH","Marshall Islands",2006,"ppg","private","private","commercial-banking",
"MH","Marshall Islands",2006,"ppg","private","private","other-private",
"MH","Marshall Islands",2007,"png","private","private","bonds",
"MH","Marshall Islands",2007,"png","private","private","commercial-banking",
"MH","Marshall Islands",2007,"ppg","private","private","bonds",
"MH","Marshall Islands",2007,"ppg","private","private","commercial-banking",
"MH","Marshall Islands",2007,"ppg","private","private","other-private",
"MH","Marshall Islands",2008,"png","private","private","bonds",
"MH","Marshall Islands",2008,"png","private","private","commercial-banking",
"MH","Marshall Islands",2008,"ppg","private","private","bonds",
"MH","Marshall Islands",2008,"ppg","private","private","commercial-banking",
"MH","Marshall Islands",2008,"ppg","private","private","other-private",
"MH","Marshall Islands",2009,"png","private","private","bonds",
"MH","Marshall Islands",2009,"png","private","private","commercial-banking",
"MH","Marshall Islands",2009,"ppg","private","private","bonds",
"MH","Marshall Islands",2009,"ppg","private","private","commercial-banking",
"MH","Marshall Islands",2009,"ppg","private","private","other-private",
"MH","Marshall Islands",2010,"png","private","private","bonds",
"MH","Marshall Islands",2010,"png","private","private","commercial-banking",
"MH","Marshall Islands",2010,"ppg","private","private","bonds",
"MH","Marshall Islands",2010,"ppg","private","private","commercial-banking",
"MH","Marshall Islands",2010,"ppg","private","private","other-private",
"MH","Marshall Islands",2011,"png","private","private","bonds",
"MH","Marshall Islands",2011,"png","private","private","commercial-banking",
"MH","Marshall Islands",2011,"ppg","private","private","bonds",
"MH","Marshall Islands",2011,"ppg","private","private","commercial-banking",
"MH","Marshall Islands",2011,"ppg","private","private","other-private",
"MH","Marshall Islands",2012,"png","private","private","bonds",
"MH","Marshall Islands",2012,"png","private","private","commercial-banking",
"MH","Marshall Islands",2012,"ppg","private","private","bonds",
"MH","Marshall Islands",2012,"ppg","private","private","commercial-banking",
"MH","Marshall Islands",2012,"ppg","private","private","other-private",
"MH","Marshall Islands",2013,"png","private","private","bonds",
"MH","Marshall Islands",2013,"png","private","private","commercial-banking",
"MH","Marshall Islands",2013,"ppg","private","private","bonds",
"MH","Marshall Islands",2013,"ppg","private","private","commercial-banking",
"MH","Marshall Islands",2013,"ppg","private","private","other-private",
"MR","Mauritania",2000,"png","private","private","bonds",0
"MR","Mauritania",2000,"png","private","private","commercial-banking",0
"MR","Mauritania",2000,"ppg","private","private","bonds",0
"MR","Mauritania",2000,"ppg","private","private","commercial-banking",0
"MR","Mauritania",2000,"ppg","private","private","other-private",0
"MR","Mauritania",2001,"png","private","private","bonds",0
"MR","Mauritania",2001,"png","private","private","commercial-banking",0
"MR","Mauritania",2001,"ppg","private","private","bonds",0
"MR","Mauritania",2001,"ppg","private","private","commercial-banking",4535866.784
"MR","Mauritania",2001,"ppg","private","private","other-private",0
"MR","Mauritania",2002,"png","private","private","bonds",0
"MR","Mauritania",2002,"png","private","private","commercial-banking",0
"MR","Mauritania",2002,"ppg","private","private","bonds",0
"MR","Mauritania",2002,"ppg","private","private","commercial-banking",8445949.315
"MR","Mauritania",2002,"ppg","private","private","other-private",0
"MR","Mauritania",2003,"png","private","private","bonds",0
"MR","Mauritania",2003,"png","private","private","commercial-banking",0
"MR","Mauritania",2003,"ppg","private","private","bonds",0
"MR","Mauritania",2003,"ppg","private","private","commercial-banking",7656876.555
"MR","Mauritania",2003,"ppg","private","private","other-private",0
"MR","Mauritania",2004,"png","private","private","bonds",0
"MR","Mauritania",2004,"png","private","private","commercial-banking",0
"MR","Mauritania",2004,"ppg","private","private","bonds",0
"MR","Mauritania",2004,"ppg","private","private","commercial-banking",3952035.631
"MR","Mauritania",2004,"ppg","private","private","other-private",0
"MR","Mauritania",2005,"png","private","private","bonds",0
"MR","Mauritania",2005,"png","private","private","commercial-banking",0
"MR","Mauritania",2005,"ppg","private","private","bonds",0
"MR","Mauritania",2005,"ppg","private","private","commercial-banking",24700873.9
"MR","Mauritania",2005,"ppg","private","private","other-private",0
"MR","Mauritania",2006,"png","private","private","bonds",0
"MR","Mauritania",2006,"png","private","private","commercial-banking",0
"MR","Mauritania",2006,"ppg","private","private","bonds",0
"MR","Mauritania",2006,"ppg","private","private","commercial-banking",0
"MR","Mauritania",2006,"ppg","private","private","other-private",0
"MR","Mauritania",2007,"png","private","private","bonds",0
"MR","Mauritania",2007,"png","private","private","commercial-banking",0
"MR","Mauritania",2007,"ppg","private","private","bonds",0
"MR","Mauritania",2007,"ppg","private","private","commercial-banking",0
"MR","Mauritania",2007,"ppg","private","private","other-private",0
"MR","Mauritania",2008,"png","private","private","bonds",0
"MR","Mauritania",2008,"png","private","private","commercial-banking",0
"MR","Mauritania",2008,"ppg","private","private","bonds",0
"MR","Mauritania",2008,"ppg","private","private","commercial-banking",20676.00785
"MR","Mauritania",2008,"ppg","private","private","other-private",0
"MR","Mauritania",2009,"png","private","private","bonds",0
"MR","Mauritania",2009,"png","private","private","commercial-banking",0
"MR","Mauritania",2009,"ppg","private","private","bonds",0
"MR","Mauritania",2009,"ppg","private","private","commercial-banking",0
"MR","Mauritania",2009,"ppg","private","private","other-private",0
"MR","Mauritania",2010,"png","private","private","bonds",0
"MR","Mauritania",2010,"png","private","private","commercial-banking",0
"MR","Mauritania",2010,"ppg","private","private","bonds",0
"MR","Mauritania",2010,"ppg","private","private","commercial-banking",0
"MR","Mauritania",2010,"ppg","private","private","other-private",0
"MR","Mauritania",2011,"png","private","private","bonds",0
"MR","Mauritania",2011,"png","private","private","commercial-banking",0
"MR","Mauritania",2011,"ppg","private","private","bonds",0
"MR","Mauritania",2011,"ppg","private","private","commercial-banking",0
"MR","Mauritania",2011,"ppg","private","private","other-private",0
"MR","Mauritania",2012,"png","private","private","bonds",0
"MR","Mauritania",2012,"png","private","private","commercial-banking",0
"MR","Mauritania",2012,"ppg","private","private","bonds",0
"MR","Mauritania",2012,"ppg","private","private","commercial-banking",0
"MR","Mauritania",2012,"ppg","private","private","other-private",0
"MR","Mauritania",2013,"png","private","private","bonds",0
"MR","Mauritania",2013,"png","private","private","commercial-banking",0
"MR","Mauritania",2013,"ppg","private","private","bonds",0
"MR","Mauritania",2013,"ppg","private","private","commercial-banking",0
"MR","Mauritania",2013,"ppg","private","private","other-private",0
"MU","Mauritius",2000,"png","private","private","bonds",0
"MU","Mauritius",2000,"png","private","private","commercial-banking",14307795.38
"MU","Mauritius",2000,"ppg","private","private","bonds",0
"MU","Mauritius",2000,"ppg","private","private","commercial-banking",118194831.4
"MU","Mauritius",2000,"ppg","private","private","other-private",0
"MU","Mauritius",2001,"png","private","private","bonds",0
"MU","Mauritius",2001,"png","private","private","commercial-banking",13698075.4
"MU","Mauritius",2001,"ppg","private","private","bonds",0
"MU","Mauritius",2001,"ppg","private","private","commercial-banking",0
"MU","Mauritius",2001,"ppg","private","private","other-private",58781355.06
"MU","Mauritius",2002,"png","private","private","bonds",0
"MU","Mauritius",2002,"png","private","private","commercial-banking",16534935.73
"MU","Mauritius",2002,"ppg","private","private","bonds",0
"MU","Mauritius",2002,"ppg","private","private","commercial-banking",19679134.76
"MU","Mauritius",2002,"ppg","private","private","other-private",7569018.857
"MU","Mauritius",2003,"png","private","private","bonds",0
"MU","Mauritius",2003,"png","private","private","commercial-banking",13740045.81
"MU","Mauritius",2003,"ppg","private","private","bonds",0
"MU","Mauritius",2003,"ppg","private","private","commercial-banking",97295989.12
"MU","Mauritius",2003,"ppg","private","private","other-private",0
"MU","Mauritius",2004,"png","private","private","bonds",0
"MU","Mauritius",2004,"png","private","private","commercial-banking",33122763.17
"MU","Mauritius",2004,"ppg","private","private","bonds",0
"MU","Mauritius",2004,"ppg","private","private","commercial-banking",13318888.52
"MU","Mauritius",2004,"ppg","private","private","other-private",10705211.62
"MU","Mauritius",2005,"png","private","private","bonds",0
"MU","Mauritius",2005,"png","private","private","commercial-banking",14980279.75
"MU","Mauritius",2005,"ppg","private","private","bonds",0
"MU","Mauritius",2005,"ppg","private","private","commercial-banking",79996928.73
"MU","Mauritius",2005,"ppg","private","private","other-private",4158194.37
"MU","Mauritius",2006,"png","private","private","bonds",0
"MU","Mauritius",2006,"png","private","private","commercial-banking",15226436.02
"MU","Mauritius",2006,"ppg","private","private","bonds",0
"MU","Mauritius",2006,"ppg","private","private","commercial-banking",25094416.77
"MU","Mauritius",2006,"ppg","private","private","other-private",0
"MU","Mauritius",2007,"png","private","private","bonds",0
"MU","Mauritius",2007,"png","private","private","commercial-banking",35600620.72
"MU","Mauritius",2007,"ppg","private","private","bonds",0
"MU","Mauritius",2007,"ppg","private","private","commercial-banking",0
"MU","Mauritius",2007,"ppg","private","private","other-private",0
"MU","Mauritius",2008,"png","private","private","bonds",0
"MU","Mauritius",2008,"png","private","private","commercial-banking",28492471.87
"MU","Mauritius",2008,"ppg","private","private","bonds",0
"MU","Mauritius",2008,"ppg","private","private","commercial-banking",0
"MU","Mauritius",2008,"ppg","private","private","other-private",0
"MU","Mauritius",2009,"png","private","private","bonds",0
"MU","Mauritius",2009,"png","private","private","commercial-banking",79881961.99
"MU","Mauritius",2009,"ppg","private","private","bonds",0
"MU","Mauritius",2009,"ppg","private","private","commercial-banking",22322538.88
"MU","Mauritius",2009,"ppg","private","private","other-private",0
"MU","Mauritius",2010,"png","private","private","bonds",0
"MU","Mauritius",2010,"png","private","private","commercial-banking",75805892.23
"MU","Mauritius",2010,"ppg","private","private","bonds",0
"MU","Mauritius",2010,"ppg","private","private","commercial-banking",69157855.02
