"id","entity-name","year","dfis-in","fdi-in","fdi-in-profits-out","fdi-out","illicit-financing-out","long-debt-capital-payments-out","long-debt-disbursement-in","long-debt-net-official-in","long-debt-interest-payments-out","net-portfolio-equity-in","oda-capital-payments-out","oda-in","oda-interest-payments-out","oofs-capital-payments-out","oofs-in","oofs-interest-payments-out","pda-in","remittances-in","remittances-out","short-debt-interest-out","short-debt-net-flow-in","ssc-in","trade-mispricing-out","ssc-out"
"KG","Kyrgyzstan",2004,,404707080.8,132773918.9,234106382.9,44642583.86,228523943.2,75856340.35,56610137.56,65412167.61,93748.54894,44660000,369660000,12750000,11100000,8970000,5490000,,363842842.4,191349358.9,14819746,665529997.3,,0,
"KG","Kyrgyzstan",2005,,88259906.25,74600158.04,74600158.04,0,151983703.7,115638827.9,47444211.91,43838621.82,-74807.36527,44900000,365930000,12150000,24860000,101250000,3960000,,529336986.3,110468321.5,26045640.37,-404987832,,0,
"KG","Kyrgyzstan",2006,,337420549.6,73861067.28,73861067.28,0,70584279.29,282185111.7,46024003.54,36121681.49,36144.02027,50630000,420370000,12750000,73940000,15400000,11110000,,723812513.8,126263689.2,19490062.57,133796295,,0,
"KG","Kyrgyzstan",2007,,311759579.4,58426596.04,56894187.94,534468459.4,190003609,317896708.9,20859468.95,34239274.7,2215745.602,42980000,337850000,13050000,20170000,14950000,6150000,,921241638.9,135690736.5,21957518.67,166123832.8,,0,
"KG","Kyrgyzstan",2008,,451140411.3,212931281.8,212780499.6,0,311827084.9,989317666.7,0,49991466.87,7463440.847,48090000,410790000,14240000,22190000,26990000,5330000,,1302162261,120337841.4,10116765.07,87229874.2,,0,
"KG","Kyrgyzstan",2009,,255505823.5,159822044.7,159460462.2,0,270003664.2,347212329.3,451492091.4,49627203.17,968871.7897,59360000,388600000,17320000,22960000,26700000,4870000,,1195271024,145032518.2,6968558.964,49631250.73,,0,
"KG","Kyrgyzstan",2010,,573994295.8,325207349.1,325255227.2,40368588.92,605981983.5,683168042.1,133560954,91074643.26,-23827160.38,59100000,449500000,12940000,19880000,45810000,4890000,,1515057470,220003161.3,5172146.712,-312790917.7,,0,
"KG","Kyrgyzstan",2011,,745435387.9,656391324.7,656457427.7,208931341,337992663.3,574999300.9,125621263.8,75000563.06,5883058.87,63620000,579250000,18200000,17890000,66620000,7720000,,1766622084,244657907.9,2086274.942,1460714.913,,0,
"KG","Kyrgyzstan",2012,,292663900,110806300,110542400,0,266465000,509938000,267788000,57551000,9100,60390000,533290000,17190000,8750000,11640000,2890000,,2031374268,285908187.8,2576000,24927000,,0,
"KG","Kyrgyzstan",2013,,686146838,205277183.3,205270209.5,,289901000,535351650.4,234691498.1,28534000,-1458062.031,59250000,592550000,19360000,11090000,12730000,2900000,,2376827882,352904590.4,2890040.338,87579724.44,,,
"LA","Lao",2000,,83655923.4,0,10093510.5,,55035139.91,0,54090918.64,22260187.21,0,29080000,446360000,14210000,9e+05,410000,1350000,,1047309.127,1086119.985,667107.2009,14449975.47,,,
"LA","Lao",2001,,60505952.98,50415893.01,50823485.42,,59622503.85,0,78865779.32,24341512.72,0,33880000,430770000,17520000,1240000,2060000,550000,,1121526.918,1172271.194,0,-12349828.88,,,
"LA","Lao",2002,,11585780.03,27437744.43,27952667.98,334576012.3,121757139.2,401640374.4,68120507.24,90885806.45,0,35350000,467410000,15370000,1290000,2230000,710000,,1103237.259,1251785.603,0,17583346.56,,0,
"LA","Lao",2003,,46077431.93,17210235.91,17385995.19,193998047.9,130390654.2,71253760.72,93754178.58,84253741.78,0,33460000,444380000,15500000,1320000,0,5e+05,,955821.3718,2367323.379,0,-16220913.46,,0,
"LA","Lao",2004,,36810230.27,24569979.22,24582971.06,0,152510385,429532081.1,67260243.27,91674813.8,0,34230000,373740000,17080000,1360000,1030000,570000,,902982.7067,1732246.13,0,-2112566.282,,12812776.35,
"LA","Lao",2005,,55815781.08,50238698.42,38174832.67,0,155827446.3,647805612.2,137369025.9,91991745.22,0,39700000,408840000,17770000,950000,71270000,1420000,,925949.118,1692608.524,0,108126129.7,,0,
"LA","Lao",2006,,313794064.4,39107406.62,95523359.77,674040932.4,212838547.2,613187760.9,55426443.3,78351090.12,0,36080000,477550000,17600000,1290000,56940000,4350000,,4666298.209,9060416.81,0,78416437.15,,189653245,
"LA","Lao",2007,,492662590.6,72623186.89,128966426,1119541276,196328749.9,1304390836,133693339.7,80819661.87,0,37650000,489260000,17510000,2450000,62530000,7910000,,6164030.447,9137482.36,0,148581942.6,,296437421,
"LA","Lao",2008,,298417478.6,33497471.69,-64386606.66,536100626.1,182875195.7,761841343.8,18039111.29,76673016.97,0,47820000,572430000,19060000,2130000,9440000,8200000,,16632422.58,12267941,0,-47310079.85,,243840312.3,
"LA","Lao",2009,,252483831.1,57374052.72,59166088.35,696595224.7,189172788.1,594951833.7,154857814.2,89230092.66,0,57490000,515430000,19990000,4240000,12330000,6370000,,35996995.1,29805093.94,0,42897208.13,,238610737.5,
"LA","Lao",2010,,327955707.7,51992978.05,51320127.75,473167975.5,253589196.4,172604924,71607271.17,90348367.13,63285570.57,63160000,500730000,19600000,60310000,33520000,4490000,,41641524.7,22720381.67,0,-207726417,,88628675.25,
"LA","Lao",2011,,321013653.6,17279926.09,17507277.41,343265385.6,207457172.9,659371117.1,381426341.5,80110122.46,12222531.07,72710000,454960000,20720000,15990000,13050000,5730000,,103459920.7,80739730.73,0,45820653.2,,502373240.9,
"LA","Lao",2012,,294380000,51998093.86,30987093.86,407975700.1,179390000,451142000,356395000,56276000,5735532.971,77370000,486280000,20840000,3520000,51420000,5800000,,110297813.4,70175689.28,0,-1.5e+07,,469824897.4,
"LA","Lao",2013,,278286424.9,0,-6581097.887,,150865000,897408990.7,535881059.2,59014000,6337785.296,77990000,513510000,21790000,8820000,14290000,7200000,,55472193.75,,0,711698728.6,,,
"LB","Lebanon",2000,,1348844287,0,151630694.5,,1235857349,3087451274,124703678.3,664196419.7,0,29160000,347480000,5240000,85050000,198770000,72590000,,0,,184573192.1,473639980,,,
"LB","Lebanon",2001,,2067930943,0,1708542.733,,993188520.1,4484289005,104151298.3,942429925.1,0,34880000,344120000,5180000,111220000,120660000,71760000,,0,,187532365.4,166641317.7,,,
"LB","Lebanon",2002,,1814175516,0,280078.9908,0,1537744455,7563562674,51747303.11,1329797068,0,34620000,342920000,680000,143260000,114360000,64050000,,5543711319,3423302337,149290966.4,-149983133.6,,717616545.7,
"LB","Lebanon",2003,,3818195034,92538506.01,908172598.9,0,2495865553,2417627878,396380597.4,1752739730,276949341.2,33720000,743870000,4070000,98770000,875220000,47150000,,9207398776,5442891814,206812632.7,769569820.3,,0,
"LB","Lebanon",2004,,3282643405,119626449,1212723978,969648687.6,3952939384,7181700004,55657734.13,1692202652,195053323.3,42260000,362980000,3830000,104850000,76520000,81210000,,8784163066,5590700349,244373411,1118833941,,659565913.4,
"LB","Lebanon",2005,,4438788907,127618013.6,1083799605,812609410.2,2900752999,4107033530,48191819.52,1719126253,1918551979,42600000,314080000,1530000,101980000,4.8e+07,77760000,,6858365143,5361139344,233736087.6,-695865723.5,,1173385474,
"LB","Lebanon",2006,,4152397316,127322953.6,1287055065,3736066551,3981413083,4744921076,97573154.22,1743943226,730322605.6,6.4e+07,1011670000,4980000,208040000,127490000,82140000,,6558332508,4568045026,265038374.2,993893903.2,,189323099.8,
"LB","Lebanon",2007,,4343176995,82013954.84,1173076150,7714792815,3958065017,3971074525,69034953.3,1838938013,1017693476,42930000,1077280000,4e+06,210430000,269360000,81870000,,6383160482,3810464829,301936536.2,-105433298.1,,782308491.8,
"LB","Lebanon",2008,,5183995313,145193415.5,1325522260,2088691031,3473327685,2736857597,43460267.45,1724630165,557145036.6,74570000,1122590000,12620000,279600000,254470000,75650000,,7476097491,5223373798,90990334.94,-1171800836,,872252976.2,
"LB","Lebanon",2009,,5201181602,103020932.3,1321970007,3293449550,3349989520,3366434667,35144335.14,1595720077,1005994326,85150000,673700000,17020000,236260000,118160000,63840000,,9049297822,6224993246,41879576.39,-45450703.06,,701491628.1,
"LB","Lebanon",2010,,4626974747,225704064.1,752007968.7,0,2843458685,2101065208,7527626.043,1570620790,166372479.2,90530000,547100000,20700000,179620000,188660000,52980000,,7654235995,4746507444,48984892.34,417067417.6,,36547941.55,
"LB","Lebanon",2011,,3644451914,192178625.3,981884809.4,2131392239,3912056314,4149596700,20150716.92,1558595423,-152077515.1,112420000,569520000,29640000,185580000,64200000,37340000,,7249260169,4420751614,53847748.26,-178729496.9,,0,
"LB","Lebanon",2012,,3673928520,212939677.1,785085287.5,4008275392,2641738000,5994624000,0,1483875000,-239104385,162760000,873020000,25320000,214970000,115740000,82150000,,7321666504,4207812255,53993000,6.32e+08,,89081045.23,
"LB","Lebanon",2013,,2770870067,0,675345290.7,,2932200000,2953238909,0,1546515000,-131119293.7,165020000,777230000,11560000,184790000,57320000,76200000,,7168466405,,64558948.44,569292545.4,,,
"LS","Lesotho",2000,,60910985.19,128595826.7,128595826.7,,62425166.78,3683805.789,88907786.54,43196717.04,0,22190000,81760000,4620000,20850000,39700000,19360000,,879479724.7,19422898.96,376474.7868,0,,,
"LS","Lesotho",2001,,63580643.89,194213593.7,194213593.7,,99831668.91,5023637.814,10297227.53,37594735.56,0,28930000,116500000,4570000,16290000,20520000,13430000,,746040055.2,20486816.32,263724.9044,0,,,
"LS","Lesotho",2002,,67727100.59,226339576.1,226454022.7,428215974.5,117909657,0,52469132.86,35136867.57,0,24430000,139820000,5440000,47520000,5240000,10600000,,664142914.7,19033872.89,169616.3718,0,,38384729.86,
"LS","Lesotho",2003,,72203237.69,206267851.8,206269968.3,117202349.5,82514930.69,3882513.636,2254422.755,23300017.21,480564.3374,17590000,119560000,5250000,66530000,36400000,3240000,,763745285.2,16632928.6,80611.51192,0,,0,
"LS","Lesotho",2004,,74121889.72,210975888,212194403.6,0,50371899.63,0,5711101.317,19621139.3,908183.354,16240000,131460000,5460000,9230000,5440000,5550000,,759812827.6,14696955.85,219952.9849,3999145.179,,73073649.39,
"LS","Lesotho",2005,,86738834.31,242089062,240994467.2,0,80538224.89,0,4841999.714,16892697.77,1942.353089,16620000,94370000,4860000,10390000,1e+05,5180000,,712323742,,370075.1665,1233583.888,,75653425.77,
"LS","Lesotho",2006,,71159822.16,311324698.8,315123284,0,43494867.4,37881.12854,3022857.976,11248251.23,0,18650000,97560000,7770000,8780000,0,4540000,,705326452,,244394.3777,-9775775.107,,193329745.3,
"LS","Lesotho",2007,,119773795.7,350802199.8,350752142.8,0,35687632.1,0,3956241.757,73838696.88,0,20430000,153460000,5130000,8530000,-1300000,4160000,,650733530.5,,0,0,,338203928.9,
"LS","Lesotho",2008,,235666022.3,111033001.8,111028573,149659877.1,29748689.05,0,25152303.62,9496794.989,0,17990000,161300000,8210000,4610000,0,4300000,,532177078,,0,0,,375028032.3,
"LS","Lesotho",2009,,210115132.2,137970682.6,141257026.5,302979046.4,29161680.28,0,16896573.79,8796915.527,0,26570000,150910000,5730000,4030000,1330000,2890000,,512687626.4,,0,0,,388086100.1,
"LS","Lesotho",2010,,50108440.06,311435233.5,332014219.8,0,19023802.89,0,1072432.299,7311419.839,0,26860000,289460000,4650000,19550000,7780000,2650000,,593488669.3,,0,0,,59594202.9,
"LS","Lesotho",2011,,48387631.46,351894301,371929237.3,0,21232479.11,0,3225241.576,8055865.762,0,30590000,290890000,9940000,710000,27990000,1200000,,595434939.8,,0,0,,240470761.7,
"LS","Lesotho",2012,,50133580,406794016,4.27e+08,0,24306000,0,15611000,9158000,0,26980000,309650000,5510000,3840000,19210000,2650000,,601871110,,0,0,,505842392,
"LS","Lesotho",2013,,48995133.19,0,18872642.2,,1041000,0,12854432.31,747999.9993,0,26220000,341710000,5260000,3300000,19590000,3040000,,538174225.4,,0,0,,,
"LR","Liberia",2000,,43784301.09,0,1641693556,,0,0,0,0,0,4700000,106870000,1030000,2140000,5310000,530000,,,,0,0,,,
"LR","Liberia",2001,,17240919.68,0,-606606302.9,,0,0,0,0,0,12720000,72400000,2580000,1110000,0,580000,,,,0,0,,,
"LR","Liberia",2002,,5835638.175,0,839784076.9,,0,0,0,39193.51849,0,19510000,1.02e+08,950000,1060000,0,470000,,,,0,0,,1846821361,
"LR","Liberia",2003,,696117288.2,0,323501582.2,,0,0,0,0,0,8800000,152640000,1150000,930000,0,280000,,,,0,0,,1522011842,
"LR","Liberia",2004,,127634050.5,9569900.812,525298640.5,79486231.12,0,0,0,0,0,11880000,269800000,1270000,850000,450300000,170000,,,298383.9783,0,0,,1440687239,
"LR","Liberia",2005,,128500060.7,10962489.35,688847892.3,53602368.22,0,0,0,49148.50286,0,3970000,264350000,110000,830000,0,90000,,,300717.0788,0,0,,1468467791,
"LR","Liberia",2006,,161563239.5,21041153.13,539944850.8,147415616.2,23722.94956,0,0,47445.89912,0,1e+05,298630000,0,20000,0,210000,,,319329.4282,0,0,,2213956172,
"LR","Liberia",2007,,178791954.5,19929848.92,512528002.3,103195705.4,350582387,0,0,511712642.4,0,44250000,797800000,22350000,236740000,1800000,404270000,,,346742.619,0,0,,2484556953,
"LR","Liberia",2008,,351202727.8,27885322.61,500532122.3,52831482.48,45886869.51,0,0,84550941.95,0,385650000,1632980000,380860000,170420000,3900000,29680000,,,594819.2474,0,0,,785748556.8,
"LR","Liberia",2009,,270965423.3,7193590.107,459586570.5,358906199.5,44650999.31,0,0,20682886.64,0,23320000,554400000,10510000,84380000,113940000,57060000,,,1254240.961,0,0,,1293362892,
"LR","Liberia",2010,,522935474.7,96201.09949,429388489.9,123297025.5,4306669.014,0,0,680969.0322,0,454900000,1916900000,720000,82020000,8170000,199410000,,,1326786.955,0,0,,814132023.4,
"LR","Liberia",2011,,534251264.2,12303313.59,403211177.6,28203770.66,2654314.339,0,6352121.331,465285.6901,0,234840000,978900000,3210000,117830000,127450000,57200000,,,819676.1822,0,0,,407307437.4,
"LR","Liberia",2012,,984600000,0,1354100000,,3654000,0,0,1075000,0,2780000,573750000,410000,143370000,37510000,15640000,,,,0,0,,417742931.2,
"LR","Liberia",2013,,1028994934,0,677155181.9,,0,0,10210723.06,0,0,3920000,535230000,870000,80830000,4720000,2e+07,,,,0,0,,,
"LY","Libya",2000,,249964312.2,,173734061,,,0,0,,0,0,0,0,0,0,0,,11761470.29,820804798.3,,,,,
"LY","Libya",2001,,-259862632.8,,341924516.9,,,0,0,,0,0,0,0,0,0,0,,12803797.92,1334482543,,,,,
"LY","Libya",2002,,467566445.6,,-438545080,0,,0,0,,0,0,0,0,0,0,0,,8927345.669,2534532595,,,,186838121.4,
"LY","Libya",2003,,407400163.6,,179483988.1,0,,0,0,,0,0,0,0,0,0,0,,10204503.78,1925891682,,,,0,
"LY","Libya",2004,,843170542.3,,675481162.8,0,,0,0,,0,0,0,0,0,0,0,,12503844.03,2302776691,,,,0,
"LY","Libya",2005,,1911776480,,235748930.1,2757712861,,0,0,,0,260000,28260000,0,0,0,0,,18310627.49,1683394704,,,,0,
"LY","Libya",2006,,3485846870,,800528787.1,0,,0,0,,0,0,41900000,0,0,0,690000,,18644145.31,1595990936,,,,0,
"LY","Libya",2007,,5616448666,,5757953996,0,,0,0,,0,0,20170000,0,0,0,0,,0,1111910954,,,,0,
"LY","Libya",2008,,3695588409,,6842881657,2036873523,,0,0,,0,10680000,83230000,0,0,0,0,,0,1120530297,,,,0,
"LY","Libya",2009,,5278611730,,1857879959,0,,0,0,,0,9350000,50110000,0,0,0,0,,0,2170450322,,,,0,
"LY","Libya",2010,,2695710166,,3843752264,3017529101,,0,0,,0,36240000,44680000,0,2100000,0,7e+05,,0,2272078395,,,,0,
"LY","Libya",2011,,0,,151203013.7,0,,0,0,,0,0,6.38e+08,0,2330000,0,580000,,0,750243961,,,,0,
"LY","Libya",2012,,1.43e+09,,2.51e+09,2534800000,,0,0,,0,6e+07,147080000,0,4660000,80000,460000,,0,1.97e+09,,,,2861705773,
"LY","Libya",2013,,1794776530,,460199110.2,,,0,0,,0,15530000,141820000,0,0,110000,140000,,0,,,,,,
"MK","Macedonia",2000,,435090321,63421860.5,62202265.22,,149469825.3,111948610.1,49806507.02,75572493.99,0,2570000,402960000,5330000,44610000,72560000,41470000,,,28745274.89,9660509.15,-5246010.518,,,
"MK","Macedonia",2001,,901873573.9,-1618014.994,141213.8314,,259162883,174544854.4,14603107.13,110381426.9,0,3540000,408330000,7550000,81190000,93820000,43500000,,,41390449.25,6051060.404,23036386.96,,,
"MK","Macedonia",2002,,196156962.9,73341733.65,73535897.77,17838685.64,330199024.5,204024492,151576167.9,91398453.79,82225.53611,6110000,434590000,6750000,113350000,39170000,32170000,,,43226515.23,3715988.526,1848704.292,,311698288.3,
"MK","Macedonia",2003,,170828280.3,96954447.77,97429107.82,49828083.87,256562703.4,135329959.9,59834490.06,73895822.89,4131756.763,17150000,366780000,3840000,62930000,69270000,31090000,,,24220490.27,3014802.452,-32701562.19,,373749719.4,
"MK","Macedonia",2004,,440784737.5,91880732.1,93485448.82,0,235300805,182781586.9,35637385.92,65530202.43,17733587.15,23650000,344650000,7920000,63050000,111190000,15620000,,,22004916.41,53597792.49,1066636517,,518266799.4,
"MK","Macedonia",2005,,125693505,185664229.4,189421376.6,7551843.313,223885376.1,279185852,3251583.16,70546526.26,70451918.02,23180000,293370000,7060000,57130000,117410000,16580000,,,20348713.72,48675571.58,-44404268.9,,638864310,
"MK","Macedonia",2006,,542936098.1,73601425.27,73817135.4,0,539106511.4,398263262.8,99758.92873,103123138.5,108345782,24480000,262620000,6730000,44030000,92070000,22930000,,,22402297.55,50287622.83,76941343.16,,382614486.4,
"MK","Macedonia",2007,,741172390.7,502511515.6,501226848.5,55485224.03,519578549,427432596.6,19934.71524,94460946.01,181768248.8,28140000,244180000,4190000,241240000,204760000,30200000,,,26623461.07,78954876.53,767511909.3,,583452315.7,
"MK","Macedonia",2008,,543940010.5,235345190.8,222459788.1,28683494.64,272162587.3,605403246.2,28206165.49,96566961.7,-45830585.31,7400000,212990000,4200000,53430000,192400000,30380000,,,30620528.04,61207145.8,-155221410.9,,833084232.3,
"MK","Macedonia",2009,,196290030.6,134895469.2,145813860.2,0,365201941,885912192.5,11619449.35,90920617.84,-13669263.86,9930000,207480000,4570000,89550000,88450000,29060000,,,25635112.35,60648182.64,-19134206.31,,484395285.5,
"MK","Macedonia",2010,,211911544.2,231784401.6,233651580.3,421376.0299,442727439.6,405599602.1,14673958.22,127733238.9,-4034857.244,13880000,205420000,4680000,77090000,222600000,17760000,,,22608826.29,61580437.36,-43898895.94,,456614732.3,
"MK","Macedonia",2011,,426561961.8,251708023.1,251686492,0,673692560.2,741405844.7,0,117842489.2,-7397031.716,41110000,226930000,11560000,60300000,131270000,16510000,,,22496916.72,70794598.31,319151958.2,,775945805.8,
"MK","Macedonia",2012,,92572986.56,267640449.2,259900443.5,0,478569000,461684000,49528000,124518000,-6447658.914,57380000,206320000,10910000,45700000,79100000,12190000,,,23859882,81624000,85249000,,421281044.6,
"MK","Macedonia",2013,,312168401.7,303352638.1,301900316.8,,639967000,732181666.3,142054632.1,98131000,-642144.3753,69240000,312780000,11210000,63900000,81120000,7500000,,,22855546.07,63336431.83,-269191287.8,,,
"MG","Madagascar",2000,,155559458.8,7914028.127,7914028.127,,138352627.8,0,19533332.48,53272990.91,0,96050000,588170000,21430000,14140000,6390000,4080000,,22150063.41,22323323.54,17061309.18,-142765164.7,,,
"MG","Madagascar",2001,,158328556.9,64977536.7,66901968.18,,54760442.1,0,10787437.49,47481961.66,0,92170000,682660000,19760000,35200000,8170000,5420000,,20105660.55,19422272.86,6186197.958,-6941608.269,,,
"MG","Madagascar",2002,,93824858.56,99816048.7,99816048.7,0,43547004.16,0,6984286.638,44830552.99,0,75560000,647130000,24330000,18520000,5550000,2880000,,50706107.56,7238446.042,5373709.218,-5926433.595,,187098621.5,
"MG","Madagascar",2003,,129235515.3,42848702.95,36736322.18,0,45068743.75,0,4294711.304,41279053.66,0,131640000,854030000,28880000,73490000,72600000,2960000,,27279731.18,24268892.85,1353944.295,-103969382.4,,79598865.18,
"MG","Madagascar",2004,,170165304.4,37181103.14,37181103.14,62407047.29,81035761.13,0,452159310.2,52766557.78,0,73840000,1593890000,3.1e+07,64900000,15420000,16170000,,18244432.46,16091018.43,0,-23238879.7,,1287440857,
"MG","Madagascar",2005,,139522047.6,62045995.05,62045995.05,0,61683831.65,0,84015943.33,46007412.16,0,316060000,1385820000,45170000,149510000,2460000,18150000,,15815576.28,34396771.42,1621978.218,43793411.9,,667539276.5,
"MG","Madagascar",2006,,460512342.6,0,0,,56519381.13,0,116881983.1,33235197.42,0,2944940000,3849300000,89810000,13230000,2590000,8130000,,0,,3127282.749,12509131,,2499125986,
"MG","Madagascar",2007,,965519786,0,0,,10913814.86,0,34486904.05,12096217.64,0,21030000,993680000,12730000,6550000,19390000,5030000,,0,,18478945.19,718331537,,91236850.65,
"MG","Madagascar",2008,,1220852875,0,0,,21222106.49,3620714.583,25846821.97,11165958.03,0,22190000,865630000,11600000,7850000,1356140000,18670000,,0,,13103687.64,-193680041.2,,665477399.7,
"MG","Madagascar",2009,,1182163255,0,0,,37229447.03,1775365.463,50373914.29,16314289,0,15040000,468510000,14320000,40610000,895700000,37900000,,0,,6135600.941,39003703.58,,183972947.3,
"MG","Madagascar",2010,,881427185.4,0,0,,40580495.16,73074.7756,15537724.59,17792071.86,0,27620000,512150000,13530000,11380000,458270000,43500000,,0,,4947271.375,-243872339.5,,118323560.8,
"MG","Madagascar",2011,,792155552.9,0,0,,18058222.01,20542.93945,0,15738826.33,0,33990000,462700000,21100000,11940000,228160000,17280000,,0,,3701642.042,5802891.278,,263791732.4,
"MG","Madagascar",2012,,812494020.4,0,0,,37199000,2992000,5181000,17233000,0,39960000,418650000,14890000,19770000,31250000,30530000,,0,,3352000,28685000,,178406235.2,
"MG","Madagascar",2013,,796896578.4,0,0,,630000.0001,2764975.121,12482630.54,72000.00061,0,211990000,714240000,67660000,112540000,2130000,45690000,,0,,3756448.399,20932589.86,,,
"MW","Malawi",2000,,57043040.75,21742569.74,20878973.82,,47092335.79,0,0,25708438.95,0,61810000,730520000,29790000,17380000,14940000,4400000,,976791.5674,611536.0063,4104430.684,-2719023.481,,,
"MW","Malawi",2001,,57981904.36,20194022.01,26776508.74,,36841460.49,0,0,19716998.67,0,81890000,737160000,26940000,17270000,2430000,4330000,,1039322.397,872549.9441,1383059.616,-29145041.7,,,
"MW","Malawi",2002,,15462081.34,20767028.12,21088654.2,0,11045521.9,0,0,14642683.59,0,75430000,646620000,31880000,11090000,5240000,3230000,,1156644.429,414196.8448,932084.2684,66114242.9,,103417431.9,
"MW","Malawi",2003,,70846973.18,67296033.4,68705379.83,29368835.16,16753789.73,0,290000,18291810.85,111908.9778,75930000,763750000,26110000,10330000,-290000,1820000,,17973994.43,7703633.617,770622.7379,-71355151.42,,197014595.8,
"MW","Malawi",2004,,111841294.1,70629214.5,72529689.63,0,26738187.76,0,738091.9275,24167746.55,-86183.8401,102110000,708340000,31660000,7060000,5580000,2120000,,22770253.48,7773025.83,575471.9124,-15553294.93,,166215670.8,
"MW","Malawi",2005,,141627302,52304651.67,55366160.2,23786750.14,38260659.72,0,0,22085734.53,-3973531.678,97680000,775380000,28320000,3250000,230000,1930000,,36002257.07,7438020.578,466136.1727,-2026679.012,,476167448.8,
"MW","Malawi",2006,,32522686.43,51702266.96,57107697.75,0,28920056.97,0,51439.43336,16466981.9,-2259058.896,2784180000,3602380000,96600000,28110000,1990000,19360000,,24505503.16,6711156.451,1736830.554,54847280.66,,370240875.9,
"MW","Malawi",2007,,106456712.7,57384711.05,69061922.31,0,16907528.56,0,4720086.709,9768984.372,-1489622.516,1170880000,1956520000,6690000,4930000,3210000,1010000,,24741984.6,8717531.568,1505552.758,-6843421.626,,377937474.3,
"MW","Malawi",2008,,154508051.6,109805049.9,124471769.6,153651390.9,13200340.32,0,0,11761294.6,-1146438.093,17780000,945820000,3380000,18570000,23560000,3450000,,18959984.15,8211085.462,0,18966006.2,,654431513,
"MW","Malawi",2009,,35985352.08,75273577.12,74299191.1,121050543.4,16408918.74,0,36921590.08,10867046.92,-197760.6872,6630000,825610000,4840000,8350000,7760000,1810000,,18406436.74,9753722.093,314063.8055,-13177502.33,,501961401.9,
"MW","Malawi",2010,,70603916.32,126070000.2,156856049,0,9342691.949,0,18187786.53,5002701.279,720524.7676,13720000,1077450000,4380000,12360000,2750000,2020000,,17729595.15,10849864.88,605241.7427,-4364724.106,,484990145.7,
"MW","Malawi",2011,,94043226.17,67178793.44,103358630.2,123036086.6,10175432.98,0,113968496.4,5305907.429,781811.7402,19990000,805610000,6510000,11140000,0,1620000,,18435304.64,12740202.67,195569.1364,-22621803.1,,640672187,
"MW","Malawi",2012,,129492665.8,92502129.11,142319877.4,0,14527000,0,31670000,9381000,1076519.045,22530000,1197150000,7380000,7310000,0,1920000,,17412162.78,17793284,318000,-2.2e+07,,551779124,
"MW","Malawi",2013,,131813947.5,0,52557864.24,,0,0,106296916.3,0,0,43010000,1164680000,7370000,9330000,9990000,1840000,,26562493,,676665.8883,12242310.48,,,
"MY","Malaysia",2000,,7090971867,13428161551,17221213201,,7756091920,8378399417,2135164057,3780426190,0,150070000,219010000,75160000,673320000,476310000,153680000,,699220178.4,1121411114,498195511,-2691133535,,,
"MY","Malaysia",2001,,1053729624,11286170124,11793762447,,7775734418,8006724454,4167912158,3676874669,0,167720000,216460000,72910000,708250000,1286180000,164470000,,720809763.5,1206007321,370361773.9,4140813428,,,
"MY","Malaysia",2002,,5908709678,11289309923,14802596759,720367114.6,11009796297,12097275903,943680244.8,3168066956,-101932886.9,175080000,304970000,68460000,772250000,1143120000,151870000,,795107348.4,7055211959,432334534,2981220876,,35684049742,
"MY","Malaysia",2003,,4416113051,12026131231,14471486873,7491802.771,13219850615,13552410669,390628994.5,3383289926,2391787128,175430000,317070000,68030000,770610000,941370000,116960000,,917448456.1,6180020815,490876896.2,457008488.8,,37033708391,
"MY","Malaysia",2004,,7788915217,13065537374,16537570887,0,11953485331,20725752247,1418363518,2977120215,7595655086,197750000,572800000,65020000,730410000,611900000,94060000,,1180504405,8522949112,515134373,4724467804,,44978400136,
"MY","Malaysia",2005,,6247277897,12800257771,17526466720,10072677277,11044456888,14441091193,1070516305,2852731357,-1843403968,247970000,279450000,55970000,1129600000,429580000,77260000,,1562719749,8727401293,499415026.3,2677575227,,44119122171,
"MY","Malaysia",2006,,8672506350,12676117806,21292485242,10676208573,7534151759,13132354789,95091879.61,2670555297,3370336255,146780000,460670000,53410000,1054850000,456530000,62750000,,1934349360,8009003626,685797537.5,-1963356125,,41794252207,
"MY","Malaysia",2007,,10989896519,12699344968,27166277371,6650593563,9990529275,10277223584,26933005.94,2599731079,-855547908,201440000,488510000,52950000,1271020000,197610000,65440000,,1903649165,8168872485,758684866.9,14435147536,,40202804058,
"MY","Malaysia",2008,,8055395437,15542533211,32350732206,9650418038,7023535017,10110739217,14512560.09,2369962961,-12035476755,140870000,321310000,53060000,439400000,209560000,38020000,,1371053602,7621343623,534494060.6,-336710382.1,,36326376849,
"MY","Malaysia",2009,,1835988111,14049815888,23886209135,6623305839,12365903753,15803592485,10403290.34,2205275348,-566880506,172630000,328340000,51300000,331490000,574610000,14030000,,1218813294,8249535677,733858125.3,1129547691,,36953894544,
"MY","Malaysia",2010,,10050000536,16969388954,31832536813,23677056343,12579610308,12112484940,6042174.199,1893061842,0,222700000,222880000,50040000,351970000,510240000,8610000,,1227037437,1945079006,328837050,12615974714,,45596907224,
"MY","Malaysia",2011,,12181446246,18081481261,33310196614,9951944455,8962960213,10956603674,2817269.477,1559674026,0,217240000,248440000,47240000,371960000,784930000,6480000,,1226378588,1968062901,325992253.7,8610389320,,42025978617,
