id,sectoral,level,name,color-id
repayment-of-guarantees,FALSE,2,Repayment of Guarantees,
repayments,FALSE,3,Repayments,
repayments-due,FALSE,3,Repayments Due,
rescheduling--debt-swap,FALSE,3,Rescheduling  debt swap,
rescheduling-obtained,FALSE,3,Rescheduling Obtained,
reserve,FALSE,3,Reserve,
reserve-and-contingency-funds,FALSE,2,Reserve and Contingency Funds,
reserve-fund,FALSE,4,Reserve Fund,
reserves,FALSE,2,Reserves,
residual-financing-neederrors-and-omissions,FALSE,2,Residual Financing NeedErrors And Omissions,grey-mid
residual-gap,FALSE,2,Residual Gap,grey-mid
resort-lease-rent,FALSE,4,Resort lease rent,
resource-revenue,FALSE,3,Resource Revenue,
restructured-bonds,FALSE,2,Restructured Bonds,grey-mid
restructuring-and-net-lending,FALSE,2,Restructuring and Net Lending,
restructuring-cost-of-public-enterprises,FALSE,2,Restructuring Cost of Public Enterprises,
retail-sales-tax,FALSE,5,Retail Sales Tax,
retirement-benefits,FALSE,5,Retirement Benefits,
retirement-funds-employer-contribution,FALSE,3,Retirement Funds Employer Contribution,
retrocession-loans,FALSE,3,Retrocession Loans,
returned-letters-of-credit,FALSE,2,Returned Letters of Credit,
revenue,FALSE,2,revenue,red-high
revenue-equalization-and-reserve-fund,FALSE,3,Revenue Equalization And Reserve Fund,
revenues,FALSE,2,Revenues,
revenues-of-special-funds-and-means,FALSE,3,Revenues of Special Funds and Means,
road-fund,FALSE,2,Road Fund,
road-fund-fer-and-special-funds,FALSE,2,Road Fund Fer and Special Funds,
road-maintenance,FALSE,4,Road Maintenance,
road-tax-and-emergency-fund,FALSE,5,Road Tax And Emergency Fund,
royalties,FALSE,4,Royalties,
royalties-and-dividends,FALSE,4,Royalties and Dividends,
running-of-the-civil-government,FALSE,6,Running of the civil government,
rural-electrification-program,FALSE,4,Rural Electrification Program,
safety-net-and-other-expenditures,FALSE,3,Safety Net and other Expenditures,
salaries-and-wages,FALSE,5,Salaries and Wages,
salary,FALSE,4,Salary,
salary-and-pension,FALSE,3,Salary and Pension,
salary-defenseinterior,FALSE,5,Salary DefenseInterior,
salary-others,FALSE,5,Salary Others,
sale-of-equity,FALSE,2,Sale of Equity,
sale-of-equity-in-stateowned-enterprises-and-residual,FALSE,2,Sale of Equity in State-Owned Enterprises and Residual,
sale-of-physical-assets,FALSE,3,Sale of Physical Assets,
sales--of-assets,FALSE,2,Sales  of assets,
sales-fees-and-fines,FALSE,4,Sales Fees and Fines,
sales-of-goods-and-services,FALSE,4,Sales of Goods And Services,
sales-tax,FALSE,4,Sales Tax,
sales-tax-and-consumption-tax,FALSE,5,Sales Tax and Consumption Tax,
sales-tax-and-excises,FALSE,5,Sales Tax and Excises,
sales-tax-and-vat,FALSE,4,Sales Tax And Vat,
sales-taxes,FALSE,5,Sales Taxes,
sales-taxvalueadded-tax,FALSE,5,Sales TaxValue-Added Tax,
scheduled-amortization,FALSE,3,Scheduled Amortization,
scholarship,FALSE,4,Scholarship,
scholarship-programs,FALSE,3,Scholarship Programs,
sdr-allocation,FALSE,3,SDR Allocation,
sectoral,FALSE,4,Sectoral,
securitization-of-arrears-to-sonara,FALSE,3,Securitization of Arrears to Sonara,
security,FALSE,3,Security,
security-expenditure,FALSE,3,Security Expenditure,
security-issue,FALSE,3,Security Issue,
settlement-of-payment-delays,FALSE,2,Settlement of Payment Delays,grey-mid
shared-infrastructure-and-social-spending,FALSE,4,Shared Infrastructure and Social Spending,
short-term-external-debt,FALSE,4,Short Term External Debt,
signature-bonus,FALSE,4,Signature Bonus,
slgs-independent-revenue,FALSE,4,Slgs Independent Revenue,
small-business-tax,FALSE,5,Small Business Tax,
socar-energyrelated-subsidies,FALSE,3,Socar Energy-Related Subsidies,
social-allowances-and-pensions,FALSE,3,Social Allowances And Pensions,
social-assistance,FALSE,4,Social Assistance,
social-benefits,FALSE,3,Social benefits,
social-benefits-and-other-expense,FALSE,3,Social Benefits and Other Expense,
social-contributions,FALSE,3,Social contributions,
social-expenses,FALSE,3,Social Expenses,
social-fund,FALSE,3,Social Fund,
social-fund-contributions,FALSE,4,Social Fund Contributions,
social-fund-expenditures,FALSE,3,Social Fund Expenditures,
social-insurance,FALSE,4,Social Insurance,
social-insurance-contributions,FALSE,4,Social Insurance Contributions,
social-insurance-outlays,FALSE,3,Social Insurance Outlays,
social-program-of-central-government,FALSE,4,Social Program of Central Government,
social-programs-on-budget,FALSE,4,Social Programs On Budget,
social-protection,FALSE,3,Social Protection,
social-protection-fund,FALSE,4,Social Protection Fund,
social-protection-transfers,FALSE,3,Social Protection Transfers,
social-safety-net,FALSE,2,Social Safety Net,
social-safety-nets,FALSE,3,Social Safety Nets,
social-security-benefits,FALSE,3,Social Security Benefits,
social-security-contributions,FALSE,3,Social Security Contributions,
social-security-contributions-pension-and-employment-fund,FALSE,3,Social Security Contributions Pension And Employment Fund,
social-security-fund-and-other-obligations,FALSE,4,Social Security Fund and Other Obligations,
social-security-institutions,FALSE,4,Social Security Institutions,
social-security-tax,FALSE,4,Social Security Tax,
social-security-transfers,FALSE,2,Social Security Transfers,
social-tax,FALSE,5,Social Tax,
social-transfers,FALSE,3,Social transfers,
social-welfare-fund,FALSE,4,Social Welfare Fund,
sociocultural-expenditure-including-health-education,FALSE,2,Socio-Cultural Expenditure Including Health Education,
sonatrach-dividends,FALSE,4,Sonatrach Dividends,
south,FALSE,4,South,
southern-african-customs-union,FALSE,3,Southern African Customs Union,
special-accounts-expenditure,FALSE,3,Special Accounts Expenditure,
special-accounts-revenue,FALSE,3,Special Accounts Revenue,
special-consumption-tax,FALSE,4,Special Consumption Tax,
special-drawing-rights-allocation,FALSE,2,Special Drawing Rights Allocation,
special-funds-and-annexed-budgets,FALSE,2,Special Funds and Annexed Budgets,
special-loans,FALSE,3,Special Loans,
special-tax-on-petroleum-products,FALSE,4,Special Tax on Petroleum Products,
spending-from-excess-crude-account-sovereign-wealth-fund,FALSE,2,Spending From Excess Crude Account /Sovereign Wealth Fund,
stabex-fund,FALSE,3,Stabex Fund,
stabilization-fund,FALSE,4,Stabilization Fund,
state-and-local-government,FALSE,2,State and Local Government,
state-and-local-governments-internal-revenue,FALSE,4,State And Local Governments Internal Revenue,
state-economic-enterprises,FALSE,3,State Economic Enterprises,
state-economic-enterprises-net-of-transfers-to-union-government,FALSE,3,State Economic Enterprises Net of Transfers to Union Government,
state-economic-enterprises-receipts-net-of-transfers-to-union-government,FALSE,3,State Economic Enterprises Receipts Net of Transfers to Union Government,
state-owned-enterprises--dividend-payments,FALSE,4,State Owned Enterprises  dividend payments,
state-tax-revenue,FALSE,4,State Tax Revenue,
states,FALSE,4,States,
statistical-discrepancy,FALSE,2,Statistical Discrepancy,grey-mid
statistical-fee,FALSE,4,Statistical Fee,
statutory-authorities,FALSE,4,Statutory Authorities,
statutory-expenditures,FALSE,4,Statutory Expenditures,
strategic-food-reserve,FALSE,5,Strategic Food Reserve,
structural-adjustment-payments,FALSE,5,Structural Adjustment Payments,
subsides-and-transfer,FALSE,3,Subsides and Transfer,
subsides-and-transfers,FALSE,3,Subsides and Transfers,
subsidies,FALSE,3,Subsidies,
subsidies-and-grants,FALSE,3,Subsidies and Grants,
subsidies-and-nonsecurity-transfers,FALSE,4,Subsidies and Non-Security Transfers,
subsidies-and-other-current-transfers,FALSE,3,Subsidies and Other Current Transfers,
subsidies-and-transfers,FALSE,3,Subsidies And Transfers,
subsidies-and-transfers-to-nonpublic-agents,FALSE,3,Subsidies and Transfers to Non-Public Agents,
subsidies-grants-and-social-benefits,FALSE,3,Subsidies Grants and Social Benefits,
subsidies-to-corporations-and-enterprises,FALSE,3,Subsidies to Corporations and Enterprises,
subsidies-to-enterprises,FALSE,3,Subsidies to Enterprises,
subsidies-to-industry-and-agriculture,FALSE,4,Subsidies to Industry and Agriculture,
subsidies-to-public-enterprises,FALSE,3,Subsidies to Public Enterprises,
supplementary-federal-expenditure,FALSE,4,Supplementary Federal Expenditure,
surplus-of-government-operations,FALSE,3,Surplus of Government Operations,
tajik-rail-repayment,FALSE,3,Tajik Rail Repayment,
tanzania-petroleum-development-corporation,FALSE,3,Tanzania Petroleum Development Corporation,
targeted-payments-for-energy,FALSE,4,Targeted Payments for Energy,
tariffs,FALSE,5,Tariffs,
tax,FALSE,3,Tax,
tax-administration,FALSE,4,Tax Administration,
tax-credits-for-socar-energy-subsidies,FALSE,3,Tax Credits for Socar Energy Subsidies,
tax-department,FALSE,5,Tax Department,
tax-on-goods-and-services,FALSE,4,Tax on Goods and Services,
tax-on-income-profits-and-capital-gains,FALSE,4,"Tax on Income, Profits, and Capital Gains",
tax-on-international-trade,FALSE,4,Tax on International Trade,
tax-on-property,FALSE,5,Tax on Property,
tax-on-wealth,FALSE,5,Tax on Wealth,
tax-refund,FALSE,5,Tax Refund,
tax-refunds,FALSE,4,Tax Refunds,
tax-revenue,FALSE,3,Tax Revenue,
tax-revenue-and-social-security-contributions,FALSE,3,Tax Revenue and Social Security Contributions,
tax-revenues,FALSE,3,Tax Revenues,
tax-revenues-and-contributions,FALSE,3,Tax Revenues and Contributions,
taxes,FALSE,3,Taxes,
taxes-not-elsewhere-classified,FALSE,4,Taxes not elsewhere classified,
taxes-on-aluminum-and-cotton,FALSE,5,Taxes on aluminum and cotton,
taxes-on-cooparate-income,FALSE,4,Taxes on Cooparate Income,
taxes-on-domestic-goods-and-consumption,FALSE,4,Taxes on Domestic Goods and Consumption,
taxes-on-domestic-goods-and-services,FALSE,4,Taxes on Domestic Goods and Services,
taxes-on-domestic-transactions,FALSE,4,Taxes on Domestic Transactions,
taxes-on-foreign-trade,FALSE,4,Taxes on Foreign Trade,
taxes-on-goods-and-services,FALSE,4,Taxes On Goods and Services,
taxes-on-income,FALSE,4,Taxes on Income,
taxes-on-income-and-profit,FALSE,5,Taxes on Income and Profit,
taxes-on-income-and-profits,FALSE,4,Taxes on Income and Profits,
taxes-on-income-profits-and-capital-gains,FALSE,4,Taxes on Income Profits and Capital Gains,
taxes-on-incomes-and-profits,FALSE,4,Taxes on Incomes and Profits,
taxes-on-international-trade,FALSE,4,Taxes on International Trade,
taxes-on-international-trade-and-transactions,FALSE,4,Taxes on International Trade and Transactions,
taxes-on-net-income-and-profits,FALSE,5,Taxes On Net Income and Profits,
taxes-on-petroleum-products,FALSE,4,Taxes on Petroleum Products,
taxes-on-profits,FALSE,4,Taxes on Profits,
taxes-on-profits-and-property,FALSE,4,Taxes on Profits and Property,
taxes-on-properties,FALSE,4,Taxes on Properties,
taxes-on-property,FALSE,4,Taxes on Property,
taxes-on-turnover-of-real-estate,FALSE,4,Taxes on Turnover of Real Estate,
tbills,FALSE,3,T-Bills,
tbills-and-tbonds-west-african-economic-and-monetary-union-net,FALSE,3,T-Bills And T-Bonds West African Economic and Monetary Union Net,
technical-assistance,FALSE,3,Technical Assistance,
telecom,FALSE,4,Telecom,
the-law-and-order-trust-fund-forafghanistan,FALSE,4,The Law and Order Trust Fund forAfghanistan,
the-national-fund-of-the-republic-of-kazakhstan,FALSE,2,The National Fund of the Republic of Kazakhstan,
to-banks,FALSE,5,To Banks,
to-national-bank-of-tajikistan,FALSE,5,To National Bank of Tajikistan,
to-nonresidents,FALSE,4,to Nonresidents,
to-residents,FALSE,4,to Residents,
total-expenditure,FALSE,1,Total expenditure,purple-high
total-grants,FALSE,2,Total Grants,
total-revenue,FALSE,2,Total Revenue,
total-revenue-and-grants,FALSE,1,Total Revenue and grants,purple-high
tourism--8-bed-tax,FALSE,5,Tourism  8 bed tax,
tourism-goods-and-services-tax,FALSE,5,Tourism Goods and Services Tax,
trade-and-other,FALSE,4,Trade and Other,
trade-tax,FALSE,4,Trade Tax,
trade-taxes,FALSE,4,Trade Taxes,
transfer-payments,FALSE,3,Transfer Payments,
transfer-to-health-fund,FALSE,4,Transfer to Health Fund,
transfer-to-national-electric-power-company,FALSE,2,Transfer to National Electric Power Company,
transfer-to-niger-delta-dev-comm,FALSE,5,Transfer To Niger Delta Dev Comm,
transfer-to-water-authority-of-jordan,FALSE,2,Transfer To Water Authority of Jordan,
transfers,FALSE,3,Transfers,
transfers--and-subsidies,FALSE,3,Transfers  And Subsidies,
transfers-and-oil-service-payments-to-sudan,FALSE,3,Transfers and Oil Service Payments to Sudan,
transfers-and-pensions,FALSE,3,Transfers and Pensions,
transfers-and-subsidies,FALSE,3,Transfers And Subsidies,
transfers-from-oilrelated-public-enterprises,FALSE,3,Transfers from Oil-Related Public Enterprises,
transfers-from-state-economic-enterprises--to-union-government,FALSE,3,Transfers from State Economic Enterprises  to Union Government,
transfers-of-revenue-shares,FALSE,4,Transfers of Revenue Shares,
transfers-to-economy,FALSE,4,Transfers to Economy,
transfers-to-electricit-du-liban,FALSE,3,Transfers To Electricit Du Liban,
transfers-to-households,FALSE,4,Transfers to Households,
transfers-to-local-governments,FALSE,2,Transfers to Local Governments,
transfers-to-oil-producing-states-and-communities,FALSE,4,Transfers to oil producing states and communities,
transfers-to-private-sector,FALSE,3,Transfers to Private Sector,
transfers-to-public-and-private-entities,FALSE,3,Transfers to Public and Private Entities,
transfers-to-public-enterprises,FALSE,4,Transfers to Public Enterprises,
transfers-to-public-entities,FALSE,4,Transfers to Public Entities,
transfers-to-public-sector-from-central-government,FALSE,4,Transfers to Public Sector From Central Government,
transfers-to-road-and-revenue-authorities,FALSE,4,Transfers To Road and Revenue Authorities,
transfers-to-state-owned-enterprises,FALSE,4,Transfers to State Owned Enterprises,
transfers-to-states,FALSE,4,Transfers to states,
transfers-to-subnational-governments,FALSE,3,Transfers to Subnational Governments,
transfers-to-the-uganda-revenue-authority,FALSE,3,Transfers to the Uganda Revenue Authority,
transfersffrom-decentralized-agencies,FALSE,4,TransfersfFrom Decentralized Agencies,
transit-fees,FALSE,4,Transit Fees,
transitional-treasury-accounts-at-bank-of-the-republic-of-burundi,FALSE,3,Transitional Treasury Accounts at Bank of the Republic of Burundi,
travel,FALSE,4,Travel,
treasury,FALSE,4,Treasury,
treasury-bills,FALSE,3,Treasury Bills,
treasury-bills-outside-banks,FALSE,3,Treasury Bills Outside Banks,
treasury-correspondent-accounts,FALSE,3,Treasury Correspondent Accounts,
treasury-operations,FALSE,3,Treasury Operations,
treasury-receipts,FALSE,4,Treasury Receipts,
trust-fund-at-the-world-bank,FALSE,3,Trust Fund at The World Bank,
trust-fund-for-the-2010-debt-service-to-the-world-bank,FALSE,3,Trust Fund for The 2010 Debt Service to The World Bank,
tuvalu-medical-treatment-scheme,FALSE,3,Tuvalu Medical Treatment Scheme,
tv-license-fees,FALSE,4,TV License Fees,
unallocated-spending,FALSE,2,Unallocated Spending,
unemployment,FALSE,5,Unemployment,
unemployment-disability-and-accident-insurance,FALSE,4,Unemployment Disability and Accident Insurance,
unemployment-insurance-benefits,FALSE,4,Unemployment Insurance Benefits,
unidentified-adjustment,FALSE,2,Unidentified Adjustment,
unidentified-expenditure,FALSE,2,Unidentified Expenditure,
unidentified-finance,FALSE,2,Unidentified Finance,
unidentified-financing,FALSE,2,Unidentified Financing,grey-mid
union-government,FALSE,3,Union Government,
unrecorded-expenditure,FALSE,2,Unrecorded Expenditure,
us-compact,FALSE,4,US Compact,
us-noncompact,FALSE,4,US Non-Compact,
use-of-cash-balance,FALSE,3,Use Of Cash Balance,
use-of-deposits,FALSE,3,Use of Deposits,
use-of-goods--and-services,FALSE,4,Use of Goods  and Services,
use-of-goods-and-services,FALSE,3,Use of goods and services,
use-of-goods-and-services-and-grants,FALSE,3,Use of Goods and Services and Grants,
use-of-government-deposits,FALSE,3,Use of Government Deposits,
use-of-national-bank-of-the-kyrgyz-republic-investments-abroad,FALSE,2,Use of National Bank of The Kyrgyz Republic Investments Abroad,grey-mid
use-of-pecial-drawing-right--allocation,FALSE,3,Use Of pecial Drawing Right  Allocation,
use-of-sovereign-wealth-fund-resources,FALSE,3,Use of Sovereign Wealth Fund Resources,
uses-of-goods-and-services,FALSE,3,Uses of Goods and Services,
vallue-added-tax,FALSE,5,Vallue Added Tax,
valuation-adjustment,FALSE,2,Valuation Adjustment,
valuation-adjustments-and-writeoffs,FALSE,2,Valuation Adjustments and Write-Offs,
value-added-tax,FALSE,4,Value Added Tax,
value-added-tax-and-excise,FALSE,4,Value added Tax and Excise,
value-added-tax-and-luxury-taxes,FALSE,5,Value Added Tax and Luxury Taxes,
value-added-tax-gct,FALSE,5,Value- added tax GCT,
value-added-tax-gct-imports,FALSE,5,Value- added tax GCT Imports,
value-added-tax-vat,FALSE,4,Value Added Tax Vat,
value-added-taxes,FALSE,5,Value- Added Taxes,
valueadded--tax-and-supplementary-duties,FALSE,5,Value_added  Tax and Supplementary Duties,
valueadded-tax,FALSE,4,Value-added Tax,
valueadded-taxes,FALSE,4,Value-Added Taxes,
vat,FALSE,5,Vat,
vat-and-sales-taxes,FALSE,4,Vat And Sales Taxes,
vat-revenues,FALSE,5,Vat Revenues,
wage-and-salaries,FALSE,3,Wage and salaries,
wage-and-salary-tax,FALSE,4,Wage and Salary Tax,
wages,FALSE,3,Wages,
wages-and-contributions,FALSE,4,Wages and Contributions,
wages-and-other-personnel-expenditures,FALSE,4,Wages and Other Personnel Expenditures,
wages-and-other-remunerations,FALSE,3,Wages and Other Remunerations,
wages-and-salaries,FALSE,3,Wages And Salaries,
war-reparations,FALSE,3,War Reparations,
west-african-economic-and-monetary-union-financing,FALSE,3,West African Economic and Monetary Union Financing,
windfall-tax,FALSE,5,Windfall Tax,
withdrawals-above-estimated-sustainable-income,FALSE,3,Withdrawals Above Estimated Sustainable Income,
withdrawals-from-trust-fund,FALSE,2,Withdrawals from Trust Fund,
world-bank-sac,FALSE,4,World Bank Sac,
abi-zonal-agricultural-research-and-development-institute,TRUE,3,Abi Zonal Agricultural Research and Development Institute,
africa-development-bank,TRUE,5,Africa Development Bank (401),
africa-development-fund,TRUE,4,Africa Development Fund (402),
african-development-bank,TRUE,5,African Development Bank (401),
african-development-bank-iv-support-to-secondary-education,TRUE,4,African Development Bank IV Support to Secondary Education,
african-devlopment-bank,TRUE,4,African Devlopment Bank (401),
african-union,TRUE,5,African Union,
agricultural-statistical-unit,TRUE,4, Agricultural Statistical Unit,
agricultural-technology-and-agribusiness-advisory-services,TRUE,3,Agricultural Technology and Agribusiness Advisory Services,
agriculture,TRUE,1,Agriculture,yellow-mid
agriculture-advisory-services,TRUE,3,Agriculture Advisory Services,
agriculture-cluster-development-project,TRUE,4,Agriculture Cluster Development Project,
agriculture-production-marketing-regulation,TRUE,4,"Agriculture Production, Marketing & Regulation",
agriculture-techonology-transfer-cassava-value-chain-project,TRUE,4,Agriculture Techonology Transfer Cassava Value Chain Project,
albertine-region-sustainable-development-project,TRUE,4,Albertine Region Sustainable Development Project,
animal-production-department,TRUE,4,Animal Production Department,
animal-resources,TRUE,3,Animal Resources,
arab-bank-for-economic-development-in-africa,TRUE,5,Arab Bank for Economic Development in Africa (403),
arua-referral-hospital,TRUE,3,Arua Referral Hospital,
avian-and-human-influenza-preparedness-and-response,TRUE,4,Avian and Human Influenza Preparedness and Response,
basic-education,TRUE,4,Basic Education,
belgium,TRUE,5,Belgium (504),
buginyaya-zonal-agricultural-research-and-development-institute,TRUE,3,Buginyaya Zonal Agricultural Research and Development Institute,
bulindi-zonal-agricultural-research-and-development-institute,TRUE,3,Bulindi Zonal Agricultural Research and Development Institute,
business-technical-vocational-education-and-training,TRUE,4,Business Technical Vocational Education and Training,
busitema-university,TRUE,3,Busitema University,
butabika-hospital,TRUE,3,Butabika Hospital,
capital,TRUE,3,Capital,
central-government,TRUE,3,Central Government,
central-government---skills-development,TRUE,3,Central Government - Skills Development,
clinical-and-public-health,TRUE,3,Clinical and public health,
clinical-services,TRUE,4, Clinical Services,
commercialization-of-agriculture-in-northern-uganda,TRUE,4,Commercialization of Agriculture in Northern Uganda,
community-health,TRUE,4,Community Health,
community-mobilisation-and-empowerment---district-governments,TRUE,2,Community Mobilisation and Empowerment - District Governments,
construction-of-ministry-of-agriculture-animal-industry,TRUE,4,"Construction of Ministry of Agriculture, Animal Industry",
construction-of-specialised-neonatal-and-maternal-unit-in-mulago-hospital,TRUE,4,Construction of Specialised Neonatal and Maternal Unit in Mulago Hospital,
cour-supreme,TRUE,2,Cour Supreme,
crop-disease-and-pest-control,TRUE,4,Crop disease and Pest Control,
crop-production-department,TRUE,4,Crop Production Department,
crop-protection-department,TRUE,4,Crop Protection Department,
crops,TRUE,3,Crops,
dairy-development-authority,TRUE,3,Dairy Development Authority,
defence,TRUE,1,Defence,darkorange-mid
defence-equipment-project,TRUE,4,Defence Equipment Project,
department-of-agribusiness,TRUE,4,Department of Agribusiness,
department-of-crop-regulation-and-certification,TRUE,4,Department of Crop Regulation and Certification,
department-of-entomology,TRUE,4,Department of Entomology,
department-of-planning,TRUE,4,Department of Planning,
department-of-training-institutions,TRUE,4,Department of Training Institutions,
development-and-improvement-of-special-needs-education,TRUE,4,Development and Improvement of Special Needs Education,
development-of-business-technical-vocational-education-and-training,TRUE,4,Development of Business Technical Vocational Education and Training,
development-of-primary-teachers-colleges,TRUE,4,Development of Primary Teachers Colleges,
development-of-secondary-education,TRUE,4,Development of Secondary Education,
development-of-social-health-initiative,TRUE,4,Development of Social Health Initiative,
development-of-technical-vocational-education-training-p-graduate,TRUE,4,Development of Technical & Vocational Education & Training (P7 Graduate),
development-of-uganda-petroleum-institute-kigumba,TRUE,4,Development of Uganda Petroleum Institute Kigumba,
directorate-of-animal-resources,TRUE,4,Directorate of Animal Resources,
directorate-of-crop-resources,TRUE,4,Directorate of Crop Resources,
disability-and-elderly,TRUE,3,Disability and Elderly,
district-governments,TRUE,3,District Governments,
district-governments---education-inspection-and-monitoring,TRUE,3,District Governments - Education Inspection and Monitoring,
district-governments---skills-development,TRUE,3,District Governments - Skills Development,
district-infrastructure-support-programme,TRUE,4,District Infrastructure Support Programme,
district-production-services,TRUE,3,District Production Services,
domestic-interest,TRUE,2,Domestic Interest,
domestic-interest-payments,TRUE,2,Domestic Interest Payments,
eastern-africa-agricultural-productivity-adaptable-program,TRUE,3,Eastern Africa Agricultural Productivity Adaptable Program,
education,TRUE,1,Education,darkpurple-mid
education-service-commission,TRUE,3,Education Service Commission,
education-standards-agency,TRUE,4,Education Standards Agency,
emergency-construction-of-primary-schools,TRUE,4,Emergency Construction of Primary Schools,
employment-services,TRUE,3,Employment Services,
energy-for-rural-transformation,TRUE,3,Energy for Rural Transformation,
energy-for-rural-transformation-programme,TRUE,4,Energy for rural transformation programme,
enhancing-national-food-security-through-increased-rice-production-in-eastern-uganda,TRUE,4,Enhancing National Food Security through increased Rice production in Eastern Uganda,
european-union,TRUE,4,European Union (406),
exernal-interest,TRUE,2,Exernal Interest,
export-goat-breeding-and-production,TRUE,4,Export Goat Breeding and Production,
external-funded-grants,TRUE,4,External funded grants,
external-funded-loans,TRUE,4,External funded loans,
external-interest-payments,TRUE,2,External Interest Payments,
external-security,TRUE,2,External Security,
external-security,TRUE,3,External Security,
farm-development,TRUE,4,Farm Development,
finance-and-administration,TRUE,3,Finance and Administration,
fisheries-resources-department,TRUE,4,Fisheries Resources Department,
fort-portal-referral-hospital,TRUE,3,Fort Portal Referral Hospital,
functional-adult-literacy-project,TRUE,3,Functional Adult Literacy project,
gavi-vaccines-and-health-sector-support-program,TRUE,4,Gavi Vaccines and Health Sector Support Program,
germany,TRUE,4,Germany (514),
global-alliance-for-vaccines-immunisation,TRUE,5,Global Alliance for Vaccines Immunisation (451),
global-environment-facility,TRUE,4,Global Environment Facility (424),
global-fund-for-aids-tb-and-malaria,TRUE,4,"Global Fund for AIDS, TB and Malaria",
global-fund-for-hiv-tb-malaria,TRUE,5,"Global Fund for HIV, TB & Malaria (436)",
government-funded,TRUE,4,Government funded,
guidance-and-counselling,TRUE,4,Guidance and Counselling,
gulu-referral-hospital,TRUE,3,Gulu Referral Hospital,
gulu-university,TRUE,3,Gulu University,
headquarter,TRUE,4,Headquarter,
headquarters,TRUE,3,Headquarters,
headquarters,TRUE,4,Headquarters,
headquarters-planning-and-policy,TRUE,3,"Headquarters, Planning and Policy",
health,TRUE,1,Health,purple-mid
health-research,TRUE,3,Health Research,
health-service-commission,TRUE,3,Health Service Commission,
health-systems-development,TRUE,3,Health systems development,
health-systems-strengthening,TRUE,4,Health Systems Strengthening,
higher-education,TRUE,3,Higher Education,
higher-education,TRUE,4,Higher Education,
hoima-referral-hospital,TRUE,3,Hoima Referral Hospital,
iceland,TRUE,5,Iceland (516),
improvement-of-food-security-in-cross-border-districts,TRUE,4,Improvement of Food Security in Cross Border districts,
improving-the-training-of-btvet-technical-instructors-health-tutors-secondary-teachers-in-uganda,TRUE,4,"Improving the Training of BTVET Technical Instructors, Health Tutors & Secondary Teachers in Uganda",
increasing-mukene-for-human-consumption,TRUE,4,Increasing Mukene for Human Consumption,
industrial-court,TRUE,3,Industrial Court,
industry-energy-and-mining,TRUE,1,"Industry, energy and mining",orange-mid
infrastructure,TRUE,1,Infrastructure,darkyellow-high
insitutional-support-to-moh,TRUE,4,Insitutional Support to MoH,
institutional-capacity-building,TRUE,4,Institutional Capacity Building,
integrated-production-and-pest-management,TRUE,4,Integrated Production and Pest Management,
interest-payments,TRUE,1,Interest Payments,darklightblue-high
internal-audit,TRUE,3,Internal Audit,
internal-audit,TRUE,4,Internal Audit,
internal-audit-department,TRUE,4,Internal Audit Department,
international-development-association,TRUE,4,International Development Association (410),
international-development-association,TRUE,5,International Development Association (410),
international-fund-for-agriculture-and-development,TRUE,4,International Fund for Agriculture and Development (411),
international-fund-for-agriculture-and-development,TRUE,5,International Fund for Agriculture and Development (411),
investment-subsidy-to-national-water-and-sewerage-corporation,TRUE,3,Investment Subsidy to National Water and Sewerage Corporation,
islamic-development-bank,TRUE,5,Islamic Development Bank (414),
italian-support-to-health-sector-strategic-plan-and-peace-recovery-development-plan,TRUE,4,Italian Support to Health Sector Strategic Plan and Peace Recovery Development Plan,
italy,TRUE,5,Italy (522),
japan,TRUE,4,Japan (523),
japan,TRUE,5,Japan (523),
jinja-referral-hospital,TRUE,3,Jinja Referral Hospital,
joint-clinical-research-centre,TRUE,4,Joint Clinical Research Centre,
joint-financing,TRUE,4,Joint Financing (420),
joint-financing,TRUE,5,Joint Financing (420),
kabale-referral-hospital,TRUE,3,Kabale Referral Hospital,
kabale-tea-factory,TRUE,4,Kabale Tea Factory,
kacwekano-zonal-agricultural-research-and-development-institute,TRUE,3,Kacwekano Zonal Agricultural Research and Development Institute,
kampala-capital-city-authority,TRUE,3,Kampala Capital City Authority,
kampala-capital-city-authority,TRUE,3,Kampala Capital City Authority ,
kampala-capital-city-authority-community-health-management,TRUE,3,Kampala Capital City Authority (community health management),
kampala-water-lake-victoria-water-and-sanitation,TRUE,3,Kampala Water Lake Victoria Water and Sanitation,
karamoja-primary-education-project,TRUE,4,Karamoja Primary Education Project,
kyambogo-university,TRUE,3,Kyambogo University,
labour-and-industrial-relations,TRUE,3,Labour and Industrial Relations,
labour-saving-tech-and-mech-for-agricultral-production,TRUE,4,Labour Saving tech and mech for agricultral production,
lake-victoria-environment-management-project,TRUE,3,Lake Victoria Environment Management Project,
lake-victoria-water-and-sanitation-phase-ii-project,TRUE,3,Lake Victoria Water and Sanitation Phase II Project,
lira-referral-hospital,TRUE,3,Lira Referral Hospital,
livestock-disease-control,TRUE,4,Livestock Disease Control,
livestock-health-and-entomology,TRUE,4,Livestock Health and Entomology,
local-government-development,TRUE,1,Local Government development,darkpurple-high
local-governments,TRUE,2,Local Governments,
makerere-university,TRUE,3,Makerere University,
makerere-university-business-school,TRUE,3,Makerere University Business School,
mapping-of-ground-water-resurces-in-uganda,TRUE,3,Mapping of Ground Water Resurces in Uganda,
masaka-referral-hospital,TRUE,3,Masaka Referral Hospital,
