code,year,value,budget-type
PK,2006,3.925066905,Actual
PK,2007,2.185380558,Actual
PK,2008,2.026143791,Actual
PK,2009,1.437699681,Actual
PK,2010,2.394366197,Actual
PK,2011,1.994796184,Actual
PK,2012,2.838758516,Actual
PK,2013,1.305220884,Actual
PK,2014,5.370177268,Actual
PK,2015,1.756468075,Projected 
PK,2016,2.151898734,Projected 
PK,2017,,Projected 
PK,2018,,Projected 
PK,2019,,Projected 
PK,2020,,Projected 
PW,2000,,Actual
PW,2001,,Actual
PW,2002,43.82430454,Actual
PW,2003,51.93726657,Actual
PW,2004,50.91147856,Actual
PW,2005,48.61080816,Actual
PW,2006,43.80921619,Actual
PW,2007,57.0176127,Actual
PW,2008,52.04290879,Actual
PW,2009,52.5198939,Actual
PW,2010,57.11009174,Actual
PW,2011,51.68539326,Actual
PW,2012,49.89669421,Actual
PW,2013,44.40789474,Actual
PW,2014,43.5483871,Projected 
PW,2015,52.48826291,Projected 
PW,2016,50.74758135,Projected 
PW,2017,44.6557971,Projected 
PW,2018,,Projected 
PW,2019,,Projected 
PW,2020,,Projected 
PY,2000,,Actual
PY,2001,,Actual
PY,2002,0,Actual
PY,2003,0,Actual
PY,2004,0,Actual
PY,2005,0,Actual
PY,2006,0,Actual
PY,2007,0,Actual
PY,2008,0,Actual
PY,2009,0,Actual
PY,2010,0,Actual
PY,2011,0,Actual
PY,2012,0,Actual
PY,2013,0,Projected 
PY,2014,0,Projected 
PY,2015,0,Projected 
PY,2016,0,Projected 
PY,2017,0,Projected 
PY,2018,0,Projected 
PY,2019,0,Projected 
PY,2020,0,Projected 
RS,2000,,Actual
RS,2001,,Actual
RS,2002,,Actual
RS,2003,0,Actual
RS,2004,0,Actual
RS,2005,0.137931034,Actual
RS,2006,0.230680507,Actual
RS,2007,0.0999001,Actual
RS,2008,0.087565674,Actual
RS,2009,0.610820244,Actual
RS,2010,0.571428571,Actual
RS,2011,0.230237913,Actual
RS,2012,0.212615167,Actual
RS,2013,0.204359673,Actual
RS,2014,0.579896907,Actual
RS,2015,0.579523503,Projected 
RS,2016,0.569620253,Projected 
RS,2017,0.548112058,Projected 
RS,2018,0.568828214,Projected 
RS,2019,0.529661017,Projected 
RS,2020,0.490677134,Projected 
RW,2000,,Actual
RW,2001,41.83535762,Actual
RW,2002,36.8683718,Actual
RW,2003,37.39130435,Actual
RW,2004,46.07483492,Actual
RW,2005,48.39725243,Actual
RW,2006,44.62765957,Actual
RW,2007,39.89690722,Actual
RW,2008,43.97915863,Actual
RW,2009,38.42254361,Actual
RW,2010,51.11777195,Actual
RW,2011,44.12461502,Actual
RW,2012,43.59927557,Actual
RW,2013,33.13356942,Actual
RW,2014,35.490871,Actual
RW,2015,30.02582073,Projected 
RW,2016,24.4991453,Projected 
RW,2017,19.44497244,Projected 
RW,2018,18.56965735,Projected 
RW,2019,,Projected 
RW,2020,,Projected 
SB,2000,16.94915254,Actual
SB,2001,35.08668822,Actual
SB,2002,14.0472879,Actual
SB,2003,45.95397179,Actual
SB,2004,45.37725824,Actual
SB,2005,55.23613963,Actual
SB,2006,50.21276596,Actual
SB,2007,46.53512993,Actual
SB,2008,37.71089831,Actual
SB,2009,44.82888304,Actual
SB,2010,48.95409646,Actual
SB,2011,45.025,Actual
SB,2012,38.24604141,Actual
SB,2013,34.27687916,Actual
SB,2014,27.93594306,Actual
SB,2015,31.8375059,Projected 
SB,2016,29.30800543,Projected 
SB,2017,,Projected 
SB,2018,,Projected 
SB,2019,,Projected 
SB,2020,,Projected 
SC,2000,,Actual
SC,2001,,Actual
SC,2002,,Actual
SC,2003,,Actual
SC,2004,,Actual
SC,2005,,Actual
SC,2006,,Actual
SC,2007,0.767841012,Actual
SC,2008,10.06269592,Actual
SC,2009,11.02768653,Actual
SC,2010,2.458617332,Actual
SC,2011,6.36218588,Actual
SC,2012,11.65338645,Actual
SC,2013,11.30747832,Actual
SC,2014,8.96508336,Projected 
SC,2015,6.592558283,Projected 
SC,2016,4.914877868,Projected 
SC,2017,,Projected 
SC,2018,,Projected 
SC,2019,,Projected 
SC,2020,,Projected 
SD,2000,,Actual
SD,2001,,Actual
SD,2002,,Actual
SD,2003,,Actual
SD,2004,,Actual
SD,2005,,Actual
SD,2006,,Actual
SD,2007,,Actual
SD,2008,,Actual
SD,2009,,Actual
SD,2010,3.337322619,Actual
SD,2011,1.909942207,Actual
SD,2012,4.411831318,Actual
SD,2013,6.621099364,Actual
SD,2014,4.348353939,Projected 
SD,2015,5.877268799,Projected 
SD,2016,5.785949323,Projected 
SD,2017,5.578298619,Projected 
SD,2018,5.309936869,Projected 
SD,2019,5.042594846,Projected 
SD,2020,,Projected 
SL,2000,39.67640251,Actual
SL,2001,30.38431653,Actual
SL,2002,39.22634605,Actual
SL,2003,37.16729979,Actual
SL,2004,40.14194912,Actual
SL,2005,43.56681557,Actual
SL,2006,60.69244586,Actual
SL,2007,72.84462036,Actual
SL,2008,28.34224599,Actual
SL,2009,40.03202562,Actual
SL,2010,34.82714469,Actual
SL,2011,32.6878746,Actual
SL,2012,25.23923445,Actual
SL,2013,19.3708024,Actual
SL,2014,28.91527599,Projected 
SL,2015,32.93488518,Projected 
SL,2016,30.34644439,Projected 
SL,2017,29.36624137,Projected 
SL,2018,29.65367965,Projected 
SL,2019,29.2442323,Projected 
SL,2020,,Projected 
SN,2000,10.21874501,Actual
SN,2001,9.286574353,Actual
SN,2002,8.545479565,Actual
SN,2003,9.77443609,Actual
SN,2004,10.05714286,Actual
SN,2005,7.949790795,Actual
SN,2006,7.046332046,Actual
SN,2007,10.80657792,Actual
SN,2008,10.82753287,Actual
SN,2009,13.94636015,Actual
SN,2010,11.58798283,Actual
SN,2011,9.829619921,Actual
SN,2012,12.33532934,Actual
SN,2013,11.33212779,Actual
SN,2014,11.88925081,Projected 
SN,2015,11.57735086,Projected 
SN,2016,11.48552444,Projected 
SN,2017,11.23299693,Projected 
SN,2018,10.9362389,Projected 
SN,2019,10.49360146,Projected 
SN,2020,,Projected 
SR,2000,7.835243109,Actual
SR,2001,4.255319149,Actual
SR,2002,4.588559192,Actual
SR,2003,6.884057971,Actual
SR,2004,5.303030303,Actual
SR,2005,6.15942029,Actual
SR,2006,5.128205128,Actual
SR,2007,6.229508197,Actual
SR,2008,8.786610879,Actual
SR,2009,13.0952381,Actual
SR,2010,8.771929825,Actual
SR,2011,2.962962963,Actual
SR,2012,0,Actual
SR,2013,0,Actual
SR,2014,0,Projected 
SR,2015,0,Projected 
SR,2016,0,Projected 
SR,2017,0,Projected 
SR,2018,0,Projected 
SR,2019,0,Projected 
SR,2020,,Projected 
SS,2000,,Actual
SS,2001,,Actual
SS,2002,,Actual
SS,2003,,Actual
SS,2004,,Actual
SS,2005,,Actual
SS,2006,,Actual
SS,2007,,Actual
SS,2008,,Actual
SS,2009,,Actual
SS,2010,,Actual
SS,2011,,Actual
SS,2012,13.33333333,Actual
SS,2013,62.5,Actual
SS,2014,8.771929825,Actual
SS,2015,16.27906977,Projected 
SS,2016,,Projected 
SS,2017,,Projected 
SS,2018,,Projected 
SS,2019,,Projected 
SS,2020,,Projected 
ST,2000,,Actual
ST,2001,64.10771704,Actual
ST,2002,53.82736156,Actual
ST,2003,55.88785047,Actual
ST,2004,53.14795383,Actual
ST,2005,20.94455852,Actual
ST,2006,43.33333333,Actual
ST,2007,76.43055985,Actual
ST,2008,63.67346939,Actual
ST,2009,46.83417085,Actual
ST,2010,52.15243472,Actual
ST,2011,49.26017263,Actual
ST,2012,51.98813056,Actual
ST,2013,41.61627268,Actual
ST,2014,48.003848,Projected 
ST,2015,48.35355286,Projected 
ST,2016,48.87573964,Projected 
ST,2017,49.19614148,Projected 
ST,2018,49.91859329,Projected 
ST,2019,,Projected 
ST,2020,,Projected 
SV,2000,,Actual
SV,2001,2.580645161,Actual
SV,2002,1.863354037,Actual
SV,2003,3.048780488,Actual
SV,2004,1.886792453,Actual
SV,2005,1.818181818,Actual
SV,2006,1.169590643,Actual
SV,2007,1.77956372,Actual
SV,2008,1.420150054,Actual
SV,2009,3.206825537,Actual
SV,2010,4.311251314,Actual
SV,2011,5.072292012,Actual
SV,2012,3.949412026,Actual
SV,2013,1.517742625,Actual
SV,2014,0.820534399,Actual
SV,2015,1.087394281,Projected 
SV,2016,2.004159576,Projected 
SV,2017,1.798561151,Projected 
SV,2018,1.676750216,Projected 
SV,2019,0.869856139,Projected 
SV,2020,,Projected 
SY,2000,,Actual
SY,2001,0,Actual
SY,2002,0,Actual
SY,2003,0,Actual
SY,2004,0,Actual
SY,2005,0,Actual
SY,2006,0,Actual
SY,2007,0,Actual
SY,2008,0,Actual
SY,2009,0,Projected 
SY,2010,0,Projected 
SY,2011,,Projected 
SY,2012,,Projected 
SY,2013,,Projected 
SY,2014,,Projected 
SY,2015,,Projected 
SY,2016,,Projected 
SY,2017,,Projected 
SY,2018,,Projected 
SY,2019,,Projected 
SY,2020,,Projected 
SZ,2000,,Actual
SZ,2001,3.967720242,Actual
SZ,2002,4.078812034,Actual
SZ,2003,4.760792784,Actual
SZ,2004,3.523180841,Actual
SZ,2005,2.395803214,Actual
SZ,2006,3.133239985,Actual
SZ,2007,2.06593023,Actual
SZ,2008,0.751699416,Actual
SZ,2009,1.506180534,Actual
SZ,2010,1.300813008,Actual
SZ,2011,0.144571346,Actual
SZ,2012,0.243111831,Actual
SZ,2013,0.350648292,Actual
SZ,2014,1.48913539,Projected 
SZ,2015,5.328767123,Projected 
SZ,2016,2.246805002,Projected 
SZ,2017,1.518856996,Projected 
SZ,2018,1.513513514,Projected 
SZ,2019,1.514386673,Projected 
SZ,2020,1.513723025,Projected 
TD,2000,40.76809453,Actual
TD,2001,41.02893891,Actual
TD,2002,43.03091738,Actual
TD,2003,49.61585119,Actual
TD,2004,25.95362752,Actual
TD,2005,26.45341457,Actual
TD,2006,10.08701257,Actual
TD,2007,6.066560236,Actual
TD,2008,5.410071942,Actual
TD,2009,17.55725191,Actual
TD,2010,6.454630496,Actual
TD,2011,6.399437412,Actual
TD,2012,10.83009079,Actual
TD,2013,8.732612056,Actual
TD,2014,8.901830283,Actual
TD,2015,16.49305556,Projected 
TD,2016,10.85043988,Projected 
TD,2017,10.12658228,Projected 
TD,2018,7.647843486,Projected 
TD,2019,7.307542009,Projected 
TD,2020,,Projected 
TG,2000,,Actual
TG,2001,,Actual
TG,2002,,Actual
TG,2003,3.220140515,Actual
TG,2004,4.398663697,Actual
TG,2005,6.968085106,Actual
TG,2006,7.550731477,Actual
TG,2007,9.119356281,Actual
TG,2008,8.423236515,Actual
TG,2009,8.284883721,Actual
TG,2010,10.02178649,Actual
TG,2011,15.40160088,Actual
TG,2012,7.996972755,Actual
TG,2013,15.13789581,Projected 
TG,2014,15.66399702,Projected 
TG,2015,15.30868329,Projected 
TG,2016,15.02907867,Projected 
TG,2017,14.03857062,Projected 
TG,2018,12.86735504,Projected 
TG,2019,,Projected 
TG,2020,,Projected 
TH,2000,,Actual
TH,2001,,Actual
TH,2002,,Actual
TH,2003,,Actual
TH,2004,,Actual
TH,2005,,Actual
TH,2006,,Actual
TH,2007,,Actual
TH,2008,0,Actual
TH,2009,0,Actual
TH,2010,0,Actual
TH,2011,0,Actual
TH,2012,0,Actual
TH,2013,0,Actual
TH,2014,0,Actual
TH,2015,0,Projected 
TH,2016,0,Projected 
TH,2017,0,Projected 
TH,2018,0,Projected 
TH,2019,0,Projected 
TH,2020,0,Projected 
TJ,2000,0,Actual
TJ,2001,0,Actual
TJ,2002,1.428571429,Actual
TJ,2003,1.82038835,Actual
TJ,2004,3.713768116,Actual
TJ,2005,3.665283541,Actual
TJ,2006,19.9086758,Actual
TJ,2007,8.672936259,Actual
TJ,2008,7.342747112,Actual
TJ,2009,14.68212881,Actual
TJ,2010,9.926599091,Actual
TJ,2011,9.220900708,Actual
TJ,2012,12.05449591,Projected 
TJ,2013,7.981642223,Projected 
TJ,2014,,Projected 
TJ,2015,,Projected 
TJ,2016,,Projected 
TJ,2017,,Projected 
TJ,2018,,Projected 
TJ,2019,,Projected 
TJ,2020,,Projected 
TL,2000,,Actual
TL,2001,53.8330494,Actual
TL,2002,42.03703704,Actual
TL,2003,39.97539975,Actual
TL,2004,33.0170778,Actual
TL,2005,10.08902077,Actual
TL,2006,0.19379845,Actual
TL,2007,1.052631579,Actual
TL,2008,0.040899796,Actual
TL,2009,13.64714998,Actual
TL,2010,11.30069419,Actual
TL,2011,7.367137222,Actual
TL,2012,5.83287369,Actual
TL,2013,6.53076839,Projected 
TL,2014,6.672208368,Projected 
TL,2015,6.944047551,Projected 
TL,2016,6.687407081,Projected 
TL,2017,6.450241751,Projected 
TL,2018,6.827512513,Projected 
TL,2019,,Projected 
TL,2020,,Projected 
TN,2000,1.281061892,Actual
TN,2001,1.131318917,Actual
TN,2002,1.59287257,Actual
TN,2003,0.998832533,Actual
TN,2004,0.863700899,Actual
TN,2005,0.779857398,Actual
TN,2006,0.49200492,Actual
TN,2007,0.33021464,Actual
TN,2008,1.437448529,Actual
TN,2009,1.293416655,Actual
TN,2010,0.364298725,Actual
TN,2011,1.289317969,Actual
TN,2012,3.713324281,Actual
TN,2013,0.606060606,Actual
TN,2014,1.484655241,Actual
TN,2015,0.992240771,Projected 
TN,2016,,Projected 
TN,2017,,Projected 
TN,2018,,Projected 
TN,2019,,Projected 
TN,2020,,Projected 
TO,2000,,Actual
TO,2001,,Actual
TO,2002,2.100840336,Actual
TO,2003,2.920443102,Actual
TO,2004,4.684684685,Actual
TO,2005,4.504504505,Actual
TO,2006,6.40776699,Actual
TO,2007,13.21637427,Actual
TO,2008,5.081775701,Actual
TO,2009,25.29932327,Actual
TO,2010,26.44909888,Actual
TO,2011,34.18413856,Actual
TO,2012,22.25609756,Actual
TO,2013,32.15200683,Actual
TO,2014,31.42972864,Actual
TO,2015,28.71835443,Projected 
TO,2016,22.51626898,Projected 
TO,2017,,Projected 
TO,2018,,Projected 
TO,2019,,Projected 
TO,2020,,Projected 
TR,2000,,Actual
TR,2001,,Actual
TR,2002,0,Actual
TR,2003,0,Actual
TR,2004,0,Actual
TR,2005,0,Actual
TR,2006,0,Actual
TR,2007,0,Actual
TR,2008,0,Actual
TR,2009,0,Actual
TR,2010,0,Actual
TR,2011,0,Actual
TR,2012,0,Actual
TR,2013,0,Actual
TR,2014,0,Projected 
TR,2015,0,Projected 
TR,2016,0,Projected 
TR,2017,0,Projected 
TR,2018,0,Projected 
TR,2019,0,Projected 
TR,2020,,Projected 
TV,2000,,Actual
TV,2001,,Actual
TV,2002,,Actual
TV,2003,,Actual
TV,2004,,Actual
TV,2005,,Actual
TV,2006,24.05660377,Actual
TV,2007,26.00896861,Actual
TV,2008,24.82014388,Actual
TV,2009,33.8658147,Actual
TV,2010,22.89156627,Actual
TV,2011,30.79847909,Actual
TV,2012,32.92307692,Actual
TV,2013,22.95081967,Actual
TV,2014,40.38461538,Projected 
TV,2015,44.30641822,Projected 
TV,2016,25.26041667,Projected 
TV,2017,,Projected 
TV,2018,,Projected 
TV,2019,,Projected 
TV,2020,,Projected 
TZ,2000,28.45897388,Actual
TZ,2001,23.54634427,Actual
TZ,2002,26.97290106,Actual
TZ,2003,33.82432873,Actual
TZ,2004,32.3283859,Actual
TZ,2005,36.52951699,Actual
TZ,2006,30.00658762,Actual
TZ,2007,25.85880444,Actual
TZ,2008,30.31058282,Actual
TZ,2009,23.78838985,Actual
TZ,2010,22.64302981,Actual
TZ,2011,22.08797176,Actual
TZ,2012,20.43851917,Actual
TZ,2013,16.98947989,Actual
TZ,2014,13.49192863,Actual
TZ,2015,8.735576142,Projected 
TZ,2016,9.248368125,Projected 
TZ,2017,8.024691358,Projected 
TZ,2018,6.896910434,Projected 
TZ,2019,,Projected 
TZ,2020,,Projected 
UA,2000,,Actual
UA,2001,,Actual
UA,2002,,Actual
UA,2003,0,Actual
UA,2004,0,Actual
UA,2005,0,Actual
UA,2006,0,Actual
UA,2007,0,Actual
UA,2008,0,Actual
UA,2009,0,Actual
UA,2010,0,Actual
UA,2011,0,Actual
UA,2012,0,Actual
UA,2013,0,Actual
UA,2014,0,Actual
UA,2015,0,Projected 
UA,2016,0,Projected 
UA,2017,0,Projected 
UA,2018,0,Projected 
UA,2019,0,Projected 
UA,2020,0,Projected 
UG,2000,32.76190476,Actual
UG,2001,41.06583072,Actual
UG,2002,36.31284916,Actual
UG,2003,36.66077739,Actual
UG,2004,42.80231642,Actual
UG,2005,38.08010172,Actual
UG,2006,30.05245295,Actual
UG,2007,26.40728477,Actual
UG,2008,17.26315789,Actual
UG,2009,17.31192257,Actual
UG,2010,16.8029595,Actual
UG,2011,12.33901122,Actual
UG,2012,14.63132158,Actual
UG,2013,11.35233475,Actual
UG,2014,7.989632635,Actual
UG,2015,7.713317009,Projected 
UG,2016,10.28422136,Projected 
UG,2017,6.966949818,Projected 
UG,2018,5.536006032,Projected 
UG,2019,3.920362396,Projected 
UG,2020,3.58450945,Projected 
UY,2000,,Actual
UY,2001,,Actual
UY,2002,,Actual
UY,2003,,Actual
UY,2004,,Actual
UY,2005,,Actual
UY,2006,0,Actual
UY,2007,0,Actual
UY,2008,0,Actual
UY,2009,0,Actual
UY,2010,0,Actual
UY,2011,0,Actual
UY,2012,0,Actual
UY,2013,0,Actual
UY,2014,,Projected 
UY,2015,,Projected 
UY,2016,,Projected 
UY,2017,,Projected 
UY,2018,,Projected 
UY,2019,,Projected 
UY,2020,,Projected 
UZ,2000,,Actual
UZ,2001,,Actual
UZ,2002,,Actual
UZ,2003,3.284671533,Actual
UZ,2004,2.433460076,Actual
UZ,2005,1.265306122,Actual
UZ,2006,0.951066114,Actual
UZ,2007,0.560412464,Actual
UZ,2008,0.463654224,Actual
UZ,2009,1.150698419,Actual
UZ,2010,1.094234036,Actual
UZ,2011,1.05694651,Actual
UZ,2012,0.999527038,Actual
UZ,2013,1.016823812,Projected 
UZ,2014,1.017675415,Projected 
UZ,2015,1.015555429,Projected 
UZ,2016,1.014926333,Projected 
UZ,2017,1.013800862,Projected 
UZ,2018,,Projected 
UZ,2019,,Projected 
UZ,2020,,Projected 
VC,2000,3.745318352,Actual
VC,2001,4.802259887,Actual
VC,2002,3.514376997,Actual
VC,2003,1.543209877,Actual
VC,2004,2.346041056,Actual
VC,2005,4.802259887,Actual
VC,2006,1.459854015,Actual
VC,2007,5.186721992,Actual
VC,2008,8.429690414,Actual
VC,2009,14.24865666,Actual
VC,2010,7.898686679,Actual
VC,2011,9.120323559,Actual
VC,2012,6.404145078,Actual
VC,2013,4.972270033,Actual
VC,2014,10.2270727,Actual
VC,2015,6.968948483,Projected 
VC,2016,6.858186649,Projected 
VC,2017,5.428207577,Projected 
VC,2018,4.658525554,Projected 
VC,2019,4.590676521,Projected 
VC,2020,,Projected 
VN,2000,,Actual
VN,2001,,Actual
VN,2002,,Actual
VN,2003,,Actual
VN,2004,,Actual
VN,2005,1.664476566,Actual
VN,2006,2.82647585,Actual
VN,2007,1.36119025,Actual
VN,2008,2.093023256,Actual
VN,2009,1.727861771,Actual
VN,2010,2.040816327,Actual
VN,2011,1.668984701,Actual
VN,2012,1.36425648,Actual
VN,2013,0.609013398,Actual
VN,2014,0.610500611,Projected 
VN,2015,0.550055006,Projected 
VN,2016,,Projected 
VN,2017,,Projected 
VN,2018,,Projected 
VN,2019,,Projected 
VN,2020,,Projected 
VU,2000,5.092280749,Actual
VU,2001,9.095845778,Actual
VU,2002,10.27958204,Actual
VU,2003,5.371958937,Actual
VU,2004,10.69767442,Actual
VU,2005,7.87037037,Actual
VU,2006,8.737864078,Actual
VU,2007,8.108108108,Actual
VU,2008,23.82356481,Actual
VU,2009,27.27810651,Actual
VU,2010,26.52022983,Actual
VU,2011,18.69147051,Actual
VU,2012,13.79091601,Actual
VU,2013,10.24483739,Actual
VU,2014,17.65593019,Actual
VU,2015,19.52702703,Projected 
VU,2016,11.62802344,Projected 
VU,2017,11.46369224,Projected 
VU,2018,10.29851412,Projected 
VU,2019,6.804132815,Projected 
VU,2020,6.870906402,Projected 
WS,2000,22.5498008,Actual
WS,2001,24.80945122,Actual
WS,2002,31.67125172,Actual
WS,2003,24.44810544,Actual
WS,2004,22.41107963,Actual
WS,2005,46.03356217,Actual
WS,2006,18.49562081,Actual
WS,2007,20.23833984,Actual
WS,2008,16.90481424,Actual
WS,2009,22.5,Actual
WS,2010,29.0936786,Actual
WS,2011,25.28208745,Actual
WS,2012,23.85273973,Actual
WS,2013,30.18316146,Actual
WS,2014,31.37747974,Actual
WS,2015,29.24095084,Projected 
WS,2016,,Projected 
WS,2017,,Projected 
WS,2018,,Projected 
WS,2019,,Projected 
WS,2020,,Projected 
XK,2000,,Actual
XK,2001,,Actual
XK,2002,,Actual
XK,2003,,Actual
XK,2004,,Actual
XK,2005,,Actual
XK,2006,,Actual
XK,2007,,Actual
XK,2008,,Actual
XK,2009,,Actual
XK,2010,3.214890017,Actual
XK,2011,1.953418482,Actual
XK,2012,2.732644018,Actual
XK,2013,0,Actual
XK,2014,0.07315289,Actual
XK,2015,0.066225166,Projected 
XK,2016,0.063171194,Projected 
XK,2017,0.060790274,Projected 
XK,2018,0,Projected 
XK,2019,0,Projected 
XK,2020,0,Projected 
YE,2000,0.866315611,Actual
YE,2001,1.139034533,Actual
YE,2002,1.356350185,Actual
YE,2003,1.234567901,Actual
YE,2004,2.278820375,Actual
YE,2005,1.248884924,Actual
YE,2006,1.034482759,Actual
YE,2007,1.049685094,Actual
YE,2008,0.709219858,Actual
YE,2009,1.647058824,Actual
YE,2010,4.678692221,Actual
YE,2011,4.737732657,Actual
YE,2012,20.44953724,Actual
YE,2013,3.949903661,Actual
YE,2014,5.816937553,Projected 
YE,2015,4.427184466,Projected 
YE,2016,3.349447514,Projected 
YE,2017,3.303762619,Projected 
YE,2018,3.764640268,Projected 
YE,2019,,Projected 
YE,2020,,Projected 
ZA,2000,0,Actual
ZA,2001,0,Actual
ZA,2002,0,Actual
ZA,2003,0,Actual
ZA,2004,0,Actual
ZA,2005,0,Actual
ZA,2006,0,Actual
ZA,2007,0,Actual
ZA,2008,0,Actual
ZA,2009,0,Actual
ZA,2010,0,Actual
ZA,2011,0,Actual
ZA,2012,0,Actual
ZA,2013,0,Actual
ZA,2014,0,Projected 
ZA,2015,0,Projected 
ZA,2016,,Projected 
ZA,2017,,Projected 
ZA,2018,,Projected 
ZA,2019,,Projected 
ZA,2020,,Projected 
ZM,2000,18.53642811,Actual
ZM,2001,23.11465359,Actual
ZM,2002,31.69758159,Actual
ZM,2003,27.90515383,Actual
ZM,2004,23.21399644,Actual
ZM,2005,24.44087318,Actual
ZM,2006,60.66567608,Actual
ZM,2007,19.80048937,Actual
ZM,2008,16.83482506,Actual
ZM,2009,15.32589066,Actual
ZM,2010,9.139360442,Actual
ZM,2011,3.52888845,Actual
ZM,2012,9.119432786,Actual
ZM,2013,8.231501612,Actual
ZM,2014,4.014066658,Actual
ZM,2015,4.252212521,Projected 
ZM,2016,4.420114646,Projected 
ZM,2017,4.2148214,Projected 
ZM,2018,4.079434402,Projected 
ZM,2019,3.977427714,Projected 
ZM,2020,3.878939083,Projected 
