id,year,budget-type,l1,l2,l3,l4,value
d101,2015,budget,production-and-marketing,revenue,recurrent-revenues,district-unconditional-grant-non-wage,18571000
d101,2016,budget,production-and-marketing,revenue,recurrent-revenues,district-unconditional-grant-non-wage,18571000
d101,2015,budget,production-and-marketing,revenue,recurrent-revenues,locally-raised-revenues,18589000
d101,2016,budget,production-and-marketing,revenue,recurrent-revenues,locally-raised-revenues,18589000
d101,2015,budget,production-and-marketing,revenue,recurrent-revenues,naads-districts-wage,112595000
d101,2016,budget,production-and-marketing,revenue,recurrent-revenues,naads-districts-wage,112595000
d101,2015,budget,production-and-marketing,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,167857000
d101,2016,budget,production-and-marketing,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,117798000
d101,2015,budget,production-and-marketing,revenue,development-revenues,conditional-grant-for-naads,128428000
d101,2016,budget,production-and-marketing,revenue,development-revenues,conditional-grant-for-naads,128428000
d101,2015,budget,production-and-marketing,revenue,development-revenues,donor-funding,474432000
d101,2016,budget,production-and-marketing,revenue,development-revenues,donor-funding,1263433000
d101,2015,budget,production-and-marketing,revenue,development-revenues,lgmsd-former-lgdp,27000000
d101,2016,budget,production-and-marketing,revenue,development-revenues,lgmsd-former-lgdp,27000000
d101,2015,budget,production-and-marketing,revenue,development-revenues,other-transfers-from-central-government,800000000
d101,2016,budget,production-and-marketing,revenue,development-revenues,other-transfers-from-central-government,800000000
d101,2015,budget,production-and-marketing,revenue,development-revenues,unspent-balances-donor,38700000
d101,2016,budget,production-and-marketing,revenue,development-revenues,unspent-balances-donor,0
d101,2015,budget,production-and-marketing,revenue,development-revenues,unspent-balances-other-government-transfers,27389000
d101,2016,budget,production-and-marketing,revenue,development-revenues,unspent-balances-other-government-transfers,0
d101,2015,budget,production-and-marketing,expenditure,recurrent-expenditure,wage,167857000
d101,2016,budget,production-and-marketing,expenditure,recurrent-expenditure,wage,117798000
d101,2015,budget,production-and-marketing,expenditure,recurrent-expenditure,non-wage,265963000
d101,2016,budget,production-and-marketing,expenditure,recurrent-expenditure,non-wage,265963000
d101,2015,budget,production-and-marketing,expenditure,development-expenditure,domestic-development,982817000
d101,2016,budget,production-and-marketing,expenditure,development-expenditure,domestic-development,955428000
d101,2015,budget,production-and-marketing,expenditure,development-expenditure,donor-development,513132000
d101,2016,budget,production-and-marketing,expenditure,development-expenditure,donor-development,1263433000
d101,2015,budget,health,revenue,recurrent-revenues,conditional-grant-to-ngo-hospitals,7642000
d101,2016,budget,health,revenue,recurrent-revenues,conditional-grant-to-ngo-hospitals,7642000
d101,2015,budget,health,revenue,recurrent-revenues,conditional-grant-to-phc-non-wage,73145000
d101,2016,budget,health,revenue,recurrent-revenues,conditional-grant-to-phc-non-wage,73145000
d101,2015,budget,health,revenue,recurrent-revenues,conditional-grant-to-phc-salaries,1724684000
d101,2016,budget,health,revenue,recurrent-revenues,conditional-grant-to-phc-salaries,1724684000
d101,2015,budget,health,revenue,recurrent-revenues,district-unconditional-grant-non-wage,13166000
d101,2016,budget,health,revenue,recurrent-revenues,district-unconditional-grant-non-wage,13166000
d101,2015,budget,health,revenue,recurrent-revenues,hard-to-reach-allowances,72782000
d101,2016,budget,health,revenue,recurrent-revenues,hard-to-reach-allowances,72782000
d101,2015,budget,health,revenue,recurrent-revenues,locally-raised-revenues,97123000
d101,2016,budget,health,revenue,recurrent-revenues,locally-raised-revenues,97123000
d101,2015,budget,health,revenue,development-revenues,conditional-grant-to-phc-development,277025000
d101,2016,budget,health,revenue,development-revenues,conditional-grant-to-phc-development,277025000
d101,2015,budget,health,revenue,development-revenues,donor-funding,2978073000
d101,2016,budget,health,revenue,development-revenues,donor-funding,3725645000
d101,2015,budget,health,revenue,development-revenues,lgmsd-former-lgdp,40000000
d101,2016,budget,health,revenue,development-revenues,lgmsd-former-lgdp,40000000
d101,2015,budget,health,revenue,development-revenues,locally-raised-revenues,3292000
d101,2016,budget,health,revenue,development-revenues,locally-raised-revenues,3292000
d101,2015,budget,health,expenditure,recurrent-expenditure,wage,1724684000
d101,2016,budget,health,expenditure,recurrent-expenditure,wage,1797466000
d101,2015,budget,health,expenditure,recurrent-expenditure,non-wage,263857000
d101,2016,budget,health,expenditure,recurrent-expenditure,non-wage,191075000
d101,2015,budget,health,expenditure,development-expenditure,domestic-development,320317000
d101,2016,budget,health,expenditure,development-expenditure,domestic-development,320317000
d101,2015,budget,health,expenditure,development-expenditure,donor-development,2978073000
d101,2016,budget,health,expenditure,development-expenditure,donor-development,3725645000
d101,2015,budget,education,revenue,recurrent-revenues,conditional-grant-to-primary-education,59652000
d101,2016,budget,education,revenue,recurrent-revenues,conditional-grant-to-primary-education,59652000
d101,2015,budget,education,revenue,recurrent-revenues,conditional-grant-to-primary-salaries,983777000
d101,2016,budget,education,revenue,recurrent-revenues,conditional-grant-to-primary-salaries,983777000
d101,2015,budget,education,revenue,recurrent-revenues,conditional-grant-to-secondary-education,80608000
d101,2016,budget,education,revenue,recurrent-revenues,conditional-grant-to-secondary-education,80608000
d101,2015,budget,education,revenue,recurrent-revenues,conditional-grant-to-secondary-salaries,470060000
d101,2016,budget,education,revenue,recurrent-revenues,conditional-grant-to-secondary-salaries,470060000
d101,2015,budget,education,revenue,recurrent-revenues,conditional-grant-to-tertiary-salaries,137305000
d101,2016,budget,education,revenue,recurrent-revenues,conditional-grant-to-tertiary-salaries,137305000
d101,2015,budget,education,revenue,recurrent-revenues,conditional-transfers-for-non-wage-technical-institut,261944000
d101,2016,budget,education,revenue,recurrent-revenues,conditional-transfers-for-non-wage-technical-institut,261944000
d101,2015,budget,education,revenue,recurrent-revenues,conditional-transfers-to-school-inspection-grant,23693000
d101,2016,budget,education,revenue,recurrent-revenues,conditional-transfers-to-school-inspection-grant,23693000
d101,2015,budget,education,revenue,recurrent-revenues,district-unconditional-grant-non-wage,17480000
d101,2016,budget,education,revenue,recurrent-revenues,district-unconditional-grant-non-wage,17480000
d101,2015,budget,education,revenue,recurrent-revenues,hard-to-reach-allowances,288874000
d101,2016,budget,education,revenue,recurrent-revenues,hard-to-reach-allowances,288874000
d101,2015,budget,education,revenue,recurrent-revenues,locally-raised-revenues,18413000
d101,2016,budget,education,revenue,recurrent-revenues,locally-raised-revenues,18413000
d101,2015,budget,education,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,50556000
d101,2016,budget,education,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,50556000
d101,2015,budget,education,revenue,development-revenues,conditional-grant-to-sfg,601113000
d101,2016,budget,education,revenue,development-revenues,conditional-grant-to-sfg,601113000
d101,2015,budget,education,revenue,development-revenues,donor-funding,685575000
d101,2016,budget,education,revenue,development-revenues,donor-funding,650000000
d101,2015,budget,education,revenue,development-revenues,lgmsd-former-lgdp,2000000
d101,2016,budget,education,revenue,development-revenues,lgmsd-former-lgdp,2000000
d101,2015,budget,education,revenue,development-revenues,locally-raised-revenues,4527000
d101,2016,budget,education,revenue,development-revenues,locally-raised-revenues,4527000
d101,2015,budget,education,expenditure,recurrent-expenditure,wage,1641698000
d101,2016,budget,education,expenditure,recurrent-expenditure,wage,1930572000
d101,2015,budget,education,expenditure,recurrent-expenditure,non-wage,750664000
d101,2016,budget,education,expenditure,recurrent-expenditure,non-wage,461789000
d101,2015,budget,education,expenditure,development-expenditure,domestic-development,607639000
d101,2016,budget,education,expenditure,development-expenditure,domestic-development,607639000
d101,2015,budget,education,expenditure,development-expenditure,donor-development,685575000
d101,2016,budget,education,expenditure,development-expenditure,donor-development,650000000
d101,2015,budget,roads-and-engineering,revenue,recurrent-revenues,district-unconditional-grant-non-wage,28119000
d101,2016,budget,roads-and-engineering,revenue,recurrent-revenues,district-unconditional-grant-non-wage,28119000
d101,2015,budget,roads-and-engineering,revenue,recurrent-revenues,locally-raised-revenues,17672000
d101,2016,budget,roads-and-engineering,revenue,recurrent-revenues,locally-raised-revenues,17672000
d101,2015,budget,roads-and-engineering,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,139923000
d101,2016,budget,roads-and-engineering,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,139923000
d101,2015,budget,roads-and-engineering,revenue,recurrent-revenues,other-transfers-from-central-government,500754000
d101,2016,budget,roads-and-engineering,revenue,recurrent-revenues,other-transfers-from-central-government,500754000
d101,2015,budget,roads-and-engineering,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,26793000
d101,2016,budget,roads-and-engineering,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,26793000
d101,2015,budget,roads-and-engineering,revenue,development-revenues,lgmsd-former-lgdp,20000000
d101,2016,budget,roads-and-engineering,revenue,development-revenues,lgmsd-former-lgdp,20000000
d101,2015,budget,roads-and-engineering,expenditure,recurrent-expenditure,wage,26793000
d101,2016,budget,roads-and-engineering,expenditure,recurrent-expenditure,wage,26793000
d101,2015,budget,roads-and-engineering,expenditure,recurrent-expenditure,non-wage,686468000
d101,2016,budget,roads-and-engineering,expenditure,recurrent-expenditure,non-wage,686468000
d101,2015,budget,roads-and-engineering,expenditure,development-expenditure,domestic-development,20000000
d101,2016,budget,roads-and-engineering,expenditure,development-expenditure,domestic-development,20000000
d101,2015,budget,roads-and-engineering,expenditure,development-expenditure,donor-development,0
d101,2016,budget,roads-and-engineering,expenditure,development-expenditure,donor-development,0
d101,2015,budget,water,revenue,recurrent-revenues,conditional-grant-to-urban-water,16000000
d101,2016,budget,water,revenue,recurrent-revenues,conditional-grant-to-urban-water,16000000
d101,2015,budget,water,revenue,recurrent-revenues,district-unconditional-grant-non-wage,7129000
d101,2016,budget,water,revenue,recurrent-revenues,district-unconditional-grant-non-wage,7129000
d101,2015,budget,water,revenue,recurrent-revenues,locally-raised-revenues,15000000
d101,2016,budget,water,revenue,recurrent-revenues,locally-raised-revenues,15000000
d101,2015,budget,water,revenue,recurrent-revenues,sanitation-and-hygiene,22000000
d101,2016,budget,water,revenue,recurrent-revenues,sanitation-and-hygiene,22000000
d101,2015,budget,water,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,0
d101,2016,budget,water,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,33934000
d101,2015,budget,water,revenue,development-revenues,conditional-transfer-for-rural-water,375060000
d101,2016,budget,water,revenue,development-revenues,conditional-transfer-for-rural-water,375060000
d101,2015,budget,water,expenditure,recurrent-expenditure,wage,0
d101,2016,budget,water,expenditure,recurrent-expenditure,wage,33934000
d101,2015,budget,water,expenditure,recurrent-expenditure,non-wage,60129000
d101,2016,budget,water,expenditure,recurrent-expenditure,non-wage,60129000
d101,2015,budget,water,expenditure,development-expenditure,domestic-development,375060000
d101,2016,budget,water,expenditure,development-expenditure,domestic-development,375060000
d101,2015,budget,water,expenditure,development-expenditure,donor-development,0
d101,2016,budget,water,expenditure,development-expenditure,donor-development,0
d101,2015,budget,natural-resources,revenue,recurrent-revenues,conditional-grant-to-district-natural-res-wetlands,3863000
d101,2016,budget,natural-resources,revenue,recurrent-revenues,conditional-grant-to-district-natural-res-wetlands,3863000
d101,2015,budget,natural-resources,revenue,recurrent-revenues,district-unconditional-grant-non-wage,12483000
d101,2016,budget,natural-resources,revenue,recurrent-revenues,district-unconditional-grant-non-wage,12483000
d101,2015,budget,natural-resources,revenue,recurrent-revenues,locally-raised-revenues,6932000
d101,2016,budget,natural-resources,revenue,recurrent-revenues,locally-raised-revenues,6932000
d101,2015,budget,natural-resources,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,63190000
d101,2016,budget,natural-resources,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,63190000
d101,2015,budget,natural-resources,expenditure,recurrent-expenditure,wage,63190000
d101,2016,budget,natural-resources,expenditure,recurrent-expenditure,wage,63190000
d101,2015,budget,natural-resources,expenditure,recurrent-expenditure,non-wage,23278000
d101,2016,budget,natural-resources,expenditure,recurrent-expenditure,non-wage,23278000
d101,2015,budget,natural-resources,expenditure,development-expenditure,domestic-development,0
d101,2016,budget,natural-resources,expenditure,development-expenditure,domestic-development,0
d101,2015,budget,natural-resources,expenditure,development-expenditure,donor-development,0
d101,2016,budget,natural-resources,expenditure,development-expenditure,donor-development,0
d101,2015,budget,community-based-services,revenue,recurrent-revenues,conditional-grant-to-community-devt-assistants-non,2184000
d101,2016,budget,community-based-services,revenue,recurrent-revenues,conditional-grant-to-community-devt-assistants-non,2184000
d101,2015,budget,community-based-services,revenue,recurrent-revenues,conditional-grant-to-functional-adult-lit,8621000
d101,2016,budget,community-based-services,revenue,recurrent-revenues,conditional-grant-to-functional-adult-lit,8621000
d101,2015,budget,community-based-services,revenue,recurrent-revenues,conditional-grant-to-women-youth-and-disability-gra,7863000
d101,2016,budget,community-based-services,revenue,recurrent-revenues,conditional-grant-to-women-youth-and-disability-gra,7863000
d101,2015,budget,community-based-services,revenue,recurrent-revenues,conditional-transfers-to-special-grant-for-pwds,16417000
d101,2016,budget,community-based-services,revenue,recurrent-revenues,conditional-transfers-to-special-grant-for-pwds,16417000
d101,2015,budget,community-based-services,revenue,recurrent-revenues,district-unconditional-grant-non-wage,8580000
d101,2016,budget,community-based-services,revenue,recurrent-revenues,district-unconditional-grant-non-wage,8580000
d101,2015,budget,community-based-services,revenue,recurrent-revenues,locally-raised-revenues,4641000
d101,2016,budget,community-based-services,revenue,recurrent-revenues,locally-raised-revenues,4641000
d101,2015,budget,community-based-services,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,97173000
d101,2016,budget,community-based-services,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,97173000
d101,2015,budget,community-based-services,revenue,development-revenues,donor-funding,93067000
d101,2016,budget,community-based-services,revenue,development-revenues,donor-funding,93067000
d101,2015,budget,community-based-services,revenue,development-revenues,lgmsd-former-lgdp,22836000
d101,2016,budget,community-based-services,revenue,development-revenues,lgmsd-former-lgdp,22836000
d101,2015,budget,community-based-services,revenue,development-revenues,locally-raised-revenues,30743000
d101,2016,budget,community-based-services,revenue,development-revenues,locally-raised-revenues,30743000
d101,2015,budget,community-based-services,revenue,development-revenues,multisectoral-transfers-to-llgs,57164000
d101,2016,budget,community-based-services,revenue,development-revenues,multisectoral-transfers-to-llgs,57164000
d101,2015,budget,community-based-services,revenue,development-revenues,unspent-balances-other-government-transfers,225379000
d101,2016,budget,community-based-services,revenue,development-revenues,unspent-balances-other-government-transfers,0
d101,2015,budget,community-based-services,expenditure,recurrent-expenditure,wage,97173000
d101,2016,budget,community-based-services,expenditure,recurrent-expenditure,wage,97173000
d101,2015,budget,community-based-services,expenditure,recurrent-expenditure,non-wage,48306000
d101,2016,budget,community-based-services,expenditure,recurrent-expenditure,non-wage,48306000
d101,2015,budget,community-based-services,expenditure,development-expenditure,domestic-development,336122000
d101,2016,budget,community-based-services,expenditure,development-expenditure,domestic-development,110743000
d101,2015,budget,community-based-services,expenditure,development-expenditure,donor-development,93067000
d101,2016,budget,community-based-services,expenditure,development-expenditure,donor-development,93067000
d101,2015,budget,planning,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,31567000
d101,2016,budget,planning,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,31567000
d101,2015,budget,planning,revenue,recurrent-revenues,district-unconditional-grant-non-wage,28296000
d101,2016,budget,planning,revenue,recurrent-revenues,district-unconditional-grant-non-wage,28296000
d101,2015,budget,planning,revenue,recurrent-revenues,locally-raised-revenues,8038000
d101,2016,budget,planning,revenue,recurrent-revenues,locally-raised-revenues,8038000
d101,2015,budget,planning,revenue,recurrent-revenues,other-transfers-from-central-government,553484000
d101,2016,budget,planning,revenue,recurrent-revenues,other-transfers-from-central-government,0
d101,2015,budget,planning,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,41210000
d101,2016,budget,planning,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,41210000
d101,2015,budget,planning,revenue,development-revenues,donor-funding,251385000
d101,2016,budget,planning,revenue,development-revenues,donor-funding,251385000
d101,2015,budget,planning,revenue,development-revenues,lgmsd-former-lgdp,24217000
d101,2016,budget,planning,revenue,development-revenues,lgmsd-former-lgdp,24217000
d101,2015,budget,planning,revenue,development-revenues,locally-raised-revenues,3759000
d101,2016,budget,planning,revenue,development-revenues,locally-raised-revenues,3759000
d101,2015,budget,planning,revenue,development-revenues,multisectoral-transfers-to-llgs,141969000
d101,2016,budget,planning,revenue,development-revenues,multisectoral-transfers-to-llgs,141969000
d101,2015,budget,planning,expenditure,recurrent-expenditure,wage,41210000
d101,2016,budget,planning,expenditure,recurrent-expenditure,wage,41210000
d101,2015,budget,planning,expenditure,recurrent-expenditure,non-wage,621385000
d101,2016,budget,planning,expenditure,recurrent-expenditure,non-wage,67901000
d101,2015,budget,planning,expenditure,development-expenditure,domestic-development,169945000
d101,2016,budget,planning,expenditure,development-expenditure,domestic-development,169945000
d101,2015,budget,planning,expenditure,development-expenditure,donor-development,251385000
d101,2016,budget,planning,expenditure,development-expenditure,donor-development,251385000
d101,2015,budget,internal-audit,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,2239000
d101,2016,budget,internal-audit,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,2239000
d101,2015,budget,internal-audit,revenue,recurrent-revenues,district-unconditional-grant-non-wage,9238000
d101,2016,budget,internal-audit,revenue,recurrent-revenues,district-unconditional-grant-non-wage,9238000
d101,2015,budget,internal-audit,revenue,recurrent-revenues,locally-raised-revenues,4998000
d101,2016,budget,internal-audit,revenue,recurrent-revenues,locally-raised-revenues,4998000
d101,2015,budget,internal-audit,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,29492000
d101,2016,budget,internal-audit,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,29492000
d101,2015,budget,internal-audit,revenue,development-revenues,donor-funding,13524000
d101,2016,budget,internal-audit,revenue,development-revenues,donor-funding,12000000
d101,2015,budget,internal-audit,expenditure,recurrent-expenditure,wage,29492000
d101,2016,budget,internal-audit,expenditure,recurrent-expenditure,wage,29492000
d101,2015,budget,internal-audit,expenditure,recurrent-expenditure,non-wage,16475000
d101,2016,budget,internal-audit,expenditure,recurrent-expenditure,non-wage,16475000
d101,2015,budget,internal-audit,expenditure,development-expenditure,domestic-development,0
d101,2016,budget,internal-audit,expenditure,development-expenditure,domestic-development,0
d101,2015,budget,internal-audit,expenditure,development-expenditure,donor-development,13524000
d101,2016,budget,internal-audit,expenditure,development-expenditure,donor-development,12000000
d222,2015,budget,administration,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,15028000
d222,2016,budget,administration,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,13242000
d222,2015,budget,administration,revenue,recurrent-revenues,district-unconditional-grant-non-wage,91524000
d222,2016,budget,administration,revenue,recurrent-revenues,district-unconditional-grant-non-wage,91577000
d222,2015,budget,administration,revenue,recurrent-revenues,locally-raised-revenues,47234000
d222,2016,budget,administration,revenue,recurrent-revenues,locally-raised-revenues,76291000
d222,2015,budget,administration,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,149595000
d222,2016,budget,administration,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,175673000
d222,2015,budget,administration,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,610643000
d222,2016,budget,administration,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,630771000
d222,2015,budget,administration,revenue,recurrent-revenues,unspent-balances-unconditional-grants,82000
d222,2016,budget,administration,revenue,recurrent-revenues,unspent-balances-unconditional-grants,0
d222,2015,budget,administration,revenue,development-revenues,lgmsd-former-lgdp,62718000
d222,2016,budget,administration,revenue,development-revenues,lgmsd-former-lgdp,63498000
d222,2015,budget,administration,revenue,development-revenues,locally-raised-revenues,1773000
d222,2016,budget,administration,revenue,development-revenues,locally-raised-revenues,18767000
d222,2015,budget,administration,revenue,development-revenues,multisectoral-transfers-to-llgs,129539000
d222,2016,budget,administration,revenue,development-revenues,multisectoral-transfers-to-llgs,138112000
d222,2015,budget,administration,revenue,development-revenues,unspent-balances-conditional-grants,1881000
d222,2016,budget,administration,revenue,development-revenues,unspent-balances-conditional-grants,0
d222,2015,budget,administration,revenue,development-revenues,unspent-balances-unconditional-grants,0
d222,2016,budget,administration,revenue,development-revenues,unspent-balances-unconditional-grants,0
d222,2015,budget,administration,expenditure,recurrent-expenditure,wage,651741000
d222,2016,budget,administration,expenditure,recurrent-expenditure,wage,677878000
d222,2015,budget,administration,expenditure,recurrent-expenditure,non-wage,262366000
d222,2016,budget,administration,expenditure,recurrent-expenditure,non-wage,309677000
d222,2015,budget,administration,expenditure,development-expenditure,domestic-development,195911000
d222,2016,budget,administration,expenditure,development-expenditure,domestic-development,220377000
d222,2015,budget,administration,expenditure,development-expenditure,donor-development,0
d222,2016,budget,administration,expenditure,development-expenditure,donor-development,0
d222,2015,budget,finance,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,1600000
d222,2016,budget,finance,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,1600000
d222,2015,budget,finance,revenue,recurrent-revenues,district-unconditional-grant-non-wage,26104000
d222,2016,budget,finance,revenue,recurrent-revenues,district-unconditional-grant-non-wage,26104000
d222,2015,budget,finance,revenue,recurrent-revenues,locally-raised-revenues,6000000
d222,2016,budget,finance,revenue,recurrent-revenues,locally-raised-revenues,6000000
d222,2015,budget,finance,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,82796000
d222,2016,budget,finance,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,86609000
d222,2015,budget,finance,revenue,recurrent-revenues,other-transfers-from-central-government,0
d222,2016,budget,finance,revenue,recurrent-revenues,other-transfers-from-central-government,0
d222,2015,budget,finance,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,98150000
d222,2016,budget,finance,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,87403000
d222,2015,budget,finance,revenue,development-revenues,multisectoral-transfers-to-llgs,23338000
d222,2016,budget,finance,revenue,development-revenues,multisectoral-transfers-to-llgs,21118000
d222,2015,budget,finance,expenditure,recurrent-expenditure,wage,123692000
d222,2016,budget,finance,expenditure,recurrent-expenditure,wage,110369000
d222,2015,budget,finance,expenditure,recurrent-expenditure,non-wage,90958000
d222,2016,budget,finance,expenditure,recurrent-expenditure,non-wage,97347000
d222,2015,budget,finance,expenditure,development-expenditure,domestic-development,23338000
d222,2016,budget,finance,expenditure,development-expenditure,domestic-development,21118000
d222,2015,budget,finance,expenditure,development-expenditure,donor-development,0
d222,2016,budget,finance,expenditure,development-expenditure,donor-development,0
d222,2015,budget,statutory-bodies,revenue,recurrent-revenues,conditional-grant-to-dsc-chairs-salaries,24523000
d222,2016,budget,statutory-bodies,revenue,recurrent-revenues,conditional-grant-to-dsc-chairs-salaries,24523000
d222,2015,budget,statutory-bodies,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,2600000
d222,2016,budget,statutory-bodies,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,1600000
d222,2015,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-contracts-committeedscpa,28120000
d222,2016,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-contracts-committeedscpa,28120000
d222,2015,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-councillors-allowances-and-ex,57221000
d222,2016,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-councillors-allowances-and-ex,57221000
d222,2015,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-dsc-operational-costs,26963000
d222,2016,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-dsc-operational-costs,26963000
d222,2015,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-salary-and-gratuity-for-lg-ele,111946000
d222,2016,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-salary-and-gratuity-for-lg-ele,111946000
d222,2015,budget,statutory-bodies,revenue,recurrent-revenues,district-unconditional-grant-non-wage,102800000
d222,2016,budget,statutory-bodies,revenue,recurrent-revenues,district-unconditional-grant-non-wage,102800000
d222,2015,budget,statutory-bodies,revenue,recurrent-revenues,locally-raised-revenues,5000000
d222,2016,budget,statutory-bodies,revenue,recurrent-revenues,locally-raised-revenues,0
d222,2015,budget,statutory-bodies,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,72975000
d222,2016,budget,statutory-bodies,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,89027000
d222,2015,budget,statutory-bodies,revenue,development-revenues,district-unconditional-grant-non-wage,2000000
d222,2016,budget,statutory-bodies,revenue,development-revenues,district-unconditional-grant-non-wage,0
d222,2015,budget,statutory-bodies,revenue,development-revenues,lgmsd-former-lgdp,2088000
d222,2016,budget,statutory-bodies,revenue,development-revenues,lgmsd-former-lgdp,2088000
d222,2015,budget,statutory-bodies,revenue,development-revenues,locally-raised-revenues,36000
d222,2016,budget,statutory-bodies,revenue,development-revenues,locally-raised-revenues,0
d222,2015,budget,statutory-bodies,revenue,development-revenues,multisectoral-transfers-to-llgs,8600000
d222,2016,budget,statutory-bodies,revenue,development-revenues,multisectoral-transfers-to-llgs,0
d222,2015,budget,statutory-bodies,expenditure,recurrent-expenditure,wage,206267000
d222,2016,budget,statutory-bodies,expenditure,recurrent-expenditure,wage,204781000
d222,2015,budget,statutory-bodies,expenditure,recurrent-expenditure,non-wage,225881000
d222,2016,budget,statutory-bodies,expenditure,recurrent-expenditure,non-wage,237419000
d222,2015,budget,statutory-bodies,expenditure,development-expenditure,domestic-development,12724000
d222,2016,budget,statutory-bodies,expenditure,development-expenditure,domestic-development,2088000
d222,2015,budget,statutory-bodies,expenditure,development-expenditure,donor-development,0
d222,2016,budget,statutory-bodies,expenditure,development-expenditure,donor-development,0
d222,2015,budget,production-and-marketing,revenue,recurrent-revenues,conditional-grant-to-agric-ext-salaries,72260000
d222,2016,budget,production-and-marketing,revenue,recurrent-revenues,conditional-grant-to-agric-ext-salaries,72260000
d222,2015,budget,production-and-marketing,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,1200000
d222,2016,budget,production-and-marketing,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,0
d222,2015,budget,production-and-marketing,revenue,recurrent-revenues,conditional-transfers-to-production-and-marketing,40572000
d222,2016,budget,production-and-marketing,revenue,recurrent-revenues,conditional-transfers-to-production-and-marketing,27629000
d222,2015,budget,production-and-marketing,revenue,recurrent-revenues,district-unconditional-grant-non-wage,3245000
d222,2016,budget,production-and-marketing,revenue,recurrent-revenues,district-unconditional-grant-non-wage,3245000
d222,2015,budget,production-and-marketing,revenue,recurrent-revenues,locally-raised-revenues,755000
d222,2016,budget,production-and-marketing,revenue,recurrent-revenues,locally-raised-revenues,755000
d222,2015,budget,production-and-marketing,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,0
d222,2016,budget,production-and-marketing,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,1250000
d222,2015,budget,production-and-marketing,revenue,recurrent-revenues,naads-districts-wage,98345000
d222,2016,budget,production-and-marketing,revenue,recurrent-revenues,naads-districts-wage,98345000
d222,2015,budget,production-and-marketing,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,129843000
d222,2016,budget,production-and-marketing,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,129843000
d222,2015,budget,production-and-marketing,revenue,development-revenues,conditional-grant-for-naads,128812000
d222,2016,budget,production-and-marketing,revenue,development-revenues,conditional-grant-for-naads,128812000
d222,2015,budget,production-and-marketing,revenue,development-revenues,conditional-transfers-to-production-and-marketing,20824000
d222,2016,budget,production-and-marketing,revenue,development-revenues,conditional-transfers-to-production-and-marketing,33768000
d222,2015,budget,production-and-marketing,revenue,development-revenues,lgmsd-former-lgdp,13000000
